,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS,SEASON
0,0,243,Aaron McKie,1610612755,PHI,31.0,75,30,45,0.4,28.2,3.5,7.7,0.459,1.0,2.3,0.436,1.1,1.5,0.757,0.6,2.8,3.4,2.6,1.4,1.1,0.3,0.7,1.9,0.0,9.2,-0.6,0,0,5,"243,1610612755",2003
1,1,1425,Aaron Williams,1610612751,NJN,32.0,72,39,33,0.542,18.6,2.4,4.8,0.503,0.0,0.0,0.333,1.5,2.2,0.677,1.4,2.7,4.1,1.1,1.2,0.5,0.6,0.3,2.6,0.0,6.3,-0.7,1,0,5,"1425,1610612751",2003
2,2,1502,Adonal Foyle,1610612744,GSW,29.0,44,21,23,0.477,13.1,1.3,3.0,0.454,0.0,0.0,0.0,0.4,0.8,0.543,1.2,2.6,3.8,0.4,0.5,0.1,1.0,0.3,1.5,0.0,3.1,-1.9,2,0,5,"1502,1610612744",2003
3,3,1559,Adrian Griffin,1610612745,HOU,29.0,19,13,6,0.684,6.4,0.3,0.9,0.278,0.1,0.1,0.5,0.0,0.2,0.0,0.1,0.9,1.0,0.5,0.2,0.4,0.1,0.0,0.9,0.0,0.6,-2.4,0,0,5,"1559,1610612745",2003
4,4,1733,Al Harrington,1610612754,IND,24.0,79,58,21,0.734,30.9,5.3,11.5,0.463,0.3,1.0,0.273,2.3,3.2,0.734,2.1,4.4,6.4,1.7,2.1,1.0,0.3,1.0,3.2,0.0,13.3,0.9,12,0,5,"1733,1610612754",2003
5,5,673,Alan Henderson,1610612737,ATL,31.0,6,2,4,0.333,11.3,1.7,3.5,0.476,0.0,0.0,0.0,0.7,1.0,0.667,1.8,1.7,3.5,0.3,0.5,0.2,0.3,0.3,0.2,0.0,4.0,-4.8,0,0,5,"673,1610612737",2003
6,6,2682,Alex Garcia,1610612759,SAS,24.0,2,2,0,1.0,6.3,0.5,3.5,0.143,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.5,1.5,0,0,5,"2682,1610612759",2003
7,7,275,Allan Houston,1610612752,NYK,33.0,50,24,26,0.48,35.9,6.8,15.6,0.435,1.7,4.0,0.431,3.1,3.4,0.913,0.4,2.0,2.4,2.0,2.0,0.8,0.0,0.6,2.1,0.0,18.5,-0.6,0,0,5,"275,1610612752",2003
8,8,947,Allen Iverson,1610612755,PHI,29.0,48,19,29,0.396,42.6,9.1,23.4,0.387,1.2,4.1,0.286,7.1,9.5,0.745,0.7,3.0,3.7,6.8,4.4,2.4,0.1,1.4,1.8,0.0,26.4,-1.9,8,0,5,"947,1610612755",2003
9,9,297,Alonzo Mourning,1610612751,NJN,34.0,12,5,7,0.417,18.0,2.8,5.9,0.465,0.0,0.0,0.0,2.5,2.8,0.882,0.7,1.6,2.3,0.7,0.8,0.2,0.5,0.7,2.7,0.1,8.0,-1.9,0,0,5,"297,1610612751",2003
10,10,2228,Alton Ford,1610612745,HOU,23.0,9,4,5,0.444,4.5,0.7,1.2,0.545,0.0,0.0,0.0,0.3,0.7,0.5,0.3,0.9,1.2,0.3,0.3,0.0,0.1,0.1,1.0,0.0,1.7,0.1,0,0,5,"2228,1610612745",2003
11,11,1541,Alvin Williams,1610612761,TOR,29.0,56,25,31,0.446,31.0,3.6,8.9,0.405,0.5,1.6,0.292,1.2,1.5,0.776,0.3,2.4,2.7,4.0,1.4,1.0,0.2,0.3,2.0,0.0,8.8,-3.5,0,0,5,"1541,1610612761",2003
12,12,1043,Amal McCaskill,1610612755,PHI,30.0,59,25,34,0.424,10.7,0.8,2.0,0.402,0.0,0.0,0.0,0.3,0.5,0.704,0.8,1.4,2.3,0.3,0.4,0.2,0.3,0.2,1.5,0.0,1.9,-1.0,0,0,5,"1043,1610612755",2003
13,13,2405,Amar'e Stoudemire,1610612756,PHX,21.0,55,22,33,0.4,36.8,7.5,15.7,0.475,0.0,0.1,0.2,5.6,7.9,0.713,2.9,6.2,9.0,1.4,3.2,1.2,1.6,1.5,3.4,0.0,20.6,-2.3,19,0,5,"2405,1610612756",2003
14,14,1889,Andre Miller,1610612743,DEN,28.0,82,43,39,0.524,34.7,5.2,11.5,0.457,0.1,0.8,0.185,4.2,5.0,0.832,1.5,2.9,4.5,6.1,2.6,1.7,0.3,1.0,2.4,0.0,14.8,2.0,11,1,5,"1889,1610612743",2003
15,15,1905,Andrei Kirilenko,1610612762,UTA,23.0,78,42,36,0.538,37.3,5.3,11.9,0.443,0.9,2.6,0.338,5.0,6.4,0.79,2.9,5.2,8.1,3.1,2.8,1.9,2.8,1.0,2.2,0.0,16.5,1.1,25,0,5,"1905,1610612762",2003
16,16,692,Andrew DeClercq,1610612753,ORL,31.0,71,17,54,0.239,17.0,1.3,2.7,0.477,0.0,0.0,0.0,0.6,0.8,0.815,1.8,2.6,4.5,0.6,0.8,0.7,0.5,0.6,3.1,0.0,3.2,-1.4,1,0,5,"692,1610612753",2003
17,17,358,Anfernee Hardaway,1610612752,NYK,32.0,76,33,43,0.434,27.6,3.7,8.9,0.411,0.4,1.0,0.38,1.5,1.8,0.804,0.9,2.9,3.8,2.3,1.4,0.9,0.3,0.4,1.9,0.0,9.2,-1.0,1,0,5,"358,1610612752",2003
18,18,1738,Ansu Sesay,1610612760,SEA,27.0,57,25,32,0.439,10.1,1.4,3.1,0.455,0.1,0.4,0.286,0.6,0.8,0.696,0.8,0.9,1.6,0.3,0.4,0.3,0.4,0.2,1.2,0.0,3.5,-0.3,1,0,5,"1738,1610612760",2003
19,19,1712,Antawn Jamison,1610612742,DAL,28.0,82,52,30,0.634,29.0,6.0,11.1,0.535,0.2,0.5,0.4,2.7,3.6,0.748,2.8,3.5,6.3,0.9,1.0,1.0,0.4,0.7,2.1,0.0,14.8,3.4,9,0,5,"1712,1610612742",2003
20,20,1853,Anthony Carter,1610612759,SAS,29.0,5,3,2,0.6,17.4,2.2,7.4,0.297,0.0,0.6,0.0,0.0,0.0,0.0,0.4,1.8,2.2,2.4,2.4,0.8,0.0,0.0,1.8,0.0,4.4,0.2,0,0,5,"1853,1610612759",2003
21,21,924,Anthony Goldwire,1610612751,NJN,32.0,11,8,3,0.727,7.6,0.6,2.0,0.318,0.2,0.7,0.25,0.1,0.1,1.0,0.1,0.5,0.6,1.0,0.3,0.5,0.0,0.0,0.5,0.0,1.5,0.1,0,0,5,"924,1610612751",2003
22,22,1533,Anthony Johnson,1610612754,IND,29.0,73,53,20,0.726,22.0,2.3,5.6,0.406,0.6,1.7,0.336,1.0,1.3,0.798,0.4,1.4,1.8,2.8,1.0,0.9,0.1,0.3,1.9,0.0,6.2,0.0,0,0,5,"1533,1610612754",2003
23,23,324,Anthony Peeler,1610612758,SAC,34.0,75,50,25,0.667,18.4,2.1,4.6,0.448,0.9,1.9,0.482,0.7,0.8,0.836,0.4,1.6,2.0,1.6,1.0,0.7,0.1,0.3,1.4,0.0,5.7,1.7,0,0,5,"324,1610612758",2003
24,24,952,Antoine Walker,1610612742,DAL,27.0,82,52,30,0.634,34.6,5.9,13.8,0.428,1.0,3.7,0.269,1.3,2.3,0.554,2.4,5.9,8.3,4.5,2.5,0.8,0.8,1.1,2.6,0.0,14.0,1.6,27,2,5,"952,1610612742",2003
