,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS,SEASON
0,0,1975,,,,,7,2,5,0.286,6.6,1.1,2.6,0.444,0.0,0.4,0.0,0.1,0.1,1.0,0.1,0.6,0.7,0.9,0.7,0.1,0.0,0.0,0.3,0.0,2.4,-5.9,0,0,5,"1975,",1999
1,1,920,A.C. Green,1610612747.0,LAL,36.0,82,67,15,0.817,23.5,2.1,4.7,0.447,0.0,0.0,0.25,0.8,1.2,0.695,2.0,4.0,5.9,1.0,0.6,0.6,0.2,0.3,1.5,0.2,5.0,4.0,2,0,5,"920,1610612747",1999
2,2,1920,A.J. Bramlett,1610612739.0,CLE,23.0,8,3,5,0.375,7.6,0.5,2.6,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3,2.8,0.0,0.4,0.1,0.0,0.3,1.6,0.3,1.0,-5.3,0,0,5,"1920,1610612739",1999
3,3,243,Aaron McKie,1610612755.0,PHI,27.0,82,49,33,0.598,23.8,3.0,7.2,0.411,0.5,1.5,0.364,1.5,1.8,0.829,0.6,2.4,3.0,2.9,1.4,1.3,0.2,0.5,2.4,0.1,8.0,0.6,0,0,5,"243,1610612755",1999
4,4,1425,Aaron Williams,1610612764.0,WAS,28.0,81,29,52,0.358,19.1,2.9,5.6,0.522,0.0,0.0,0.0,1.8,2.5,0.726,2.0,3.1,5.0,0.7,1.0,0.5,1.1,0.6,2.9,0.2,7.6,0.4,5,0,5,"1425,1610612764",1999
5,5,228,Adam Keefe,1610612762.0,UTA,30.0,62,41,21,0.661,9.8,0.9,2.1,0.408,0.0,0.0,0.0,0.5,0.6,0.806,0.7,1.5,2.2,0.5,0.7,0.3,0.2,0.3,1.5,0.1,2.2,-0.6,0,0,5,"228,1610612762",1999
6,6,1502,Adonal Foyle,1610612744.0,GSW,25.0,76,16,60,0.211,21.7,2.5,5.0,0.508,0.0,0.0,0.0,0.4,1.2,0.378,2.3,3.3,5.6,0.6,0.9,0.3,1.8,0.4,2.9,0.2,5.5,-4.6,4,0,5,"1502,1610612744",1999
7,7,1559,Adrian Griffin,1610612738.0,BOS,25.0,72,29,43,0.403,26.8,2.4,5.7,0.424,0.2,0.8,0.281,1.7,2.2,0.753,1.8,3.4,5.2,2.5,1.3,1.6,0.2,0.5,3.1,0.2,6.7,-0.4,4,0,5,"1559,1610612738",1999
8,8,1733,Al Harrington,1610612754.0,IND,20.0,50,34,16,0.68,17.1,2.4,5.3,0.458,0.2,0.7,0.235,1.6,2.2,0.703,0.9,2.2,3.2,0.8,1.3,0.5,0.2,0.5,2.6,0.3,6.6,1.8,0,0,5,"1733,1610612754",1999
9,9,673,Alan Henderson,1610612737.0,ATL,27.0,82,28,54,0.341,33.9,5.2,11.3,0.461,0.0,0.1,0.1,2.7,4.1,0.671,3.2,3.7,7.0,0.9,1.7,1.0,0.7,1.1,2.8,0.2,13.2,-4.7,14,0,5,"673,1610612737",1999
10,10,1893,Aleksandar Radojevic,1610612761.0,TOR,23.0,3,0,3,0.0,8.1,0.7,2.3,0.286,0.0,0.0,0.0,1.0,2.0,0.5,0.7,2.0,2.7,0.3,1.7,0.7,0.3,0.3,1.7,0.3,2.3,-2.7,0,0,5,"1893,1610612761",1999
11,11,275,Allan Houston,1610612752.0,NYK,29.0,82,50,32,0.61,38.6,7.5,15.5,0.483,1.3,3.0,0.436,3.4,4.1,0.838,0.5,2.8,3.3,2.7,2.3,0.8,0.2,0.5,2.7,0.4,19.7,1.9,0,0,5,"275,1610612752",1999
12,12,947,Allen Iverson,1610612755.0,PHI,25.0,70,42,28,0.6,40.8,10.4,24.8,0.421,1.3,3.7,0.341,6.3,8.9,0.713,1.0,2.8,3.8,4.7,3.3,2.1,0.1,1.9,2.3,0.5,28.4,1.9,1,0,5,"947,1610612755",1999
13,13,297,Alonzo Mourning,1610612748.0,MIA,30.0,79,50,29,0.633,34.7,8.3,15.0,0.551,0.0,0.1,0.0,5.2,7.4,0.711,2.7,6.8,9.5,1.6,2.7,0.5,3.7,0.9,3.9,0.4,21.7,3.4,38,0,5,"297,1610612748",1999
14,14,1541,Alvin Williams,1610612761.0,TOR,25.0,55,29,26,0.527,14.1,2.1,5.2,0.397,0.3,1.0,0.291,0.9,1.2,0.738,0.5,1.1,1.5,2.3,0.9,0.6,0.2,0.2,1.4,0.1,5.3,-1.6,0,0,5,"1541,1610612761",1999
15,15,1754,Andrae Patterson,1610612750.0,MIN,24.0,5,4,1,0.8,3.8,0.6,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.8,0.2,1.2,-0.2,0,0,5,"1754,1610612750",1999
16,16,1889,Andre Miller,1610612739.0,CLE,24.0,82,32,50,0.39,25.6,4.1,9.2,0.449,0.1,0.6,0.204,2.8,3.6,0.774,1.0,2.4,3.4,5.8,2.0,1.0,0.2,1.1,2.4,0.4,11.1,-1.3,8,1,5,"1889,1610612739",1999
17,17,692,Andrew DeClercq,1610612739.0,CLE,27.0,82,32,50,0.39,22.2,2.7,5.4,0.508,0.0,0.0,0.0,1.1,2.0,0.588,1.9,3.5,5.4,0.7,1.3,0.8,0.8,0.7,3.4,0.5,6.6,-2.0,4,0,5,"692,1610612739",1999
18,18,457,Andrew Lang,1610612752.0,NYK,34.0,19,8,11,0.421,12.8,1.5,3.4,0.438,0.0,0.0,0.0,0.2,0.4,0.429,0.8,2.3,3.2,0.2,0.3,0.4,0.3,0.3,1.6,0.0,3.1,0.2,0,0,5,"457,1610612752",1999
19,19,358,Anfernee Hardaway,1610612756.0,PHX,28.0,60,42,18,0.7,37.5,6.3,13.3,0.474,0.6,1.7,0.324,3.8,4.8,0.79,1.5,4.3,5.8,5.3,2.6,1.6,0.6,0.8,2.7,0.3,16.9,6.1,8,1,5,"358,1610612756",1999
20,20,1712,Antawn Jamison,1610612744.0,GSW,24.0,43,10,33,0.233,36.3,8.3,17.6,0.471,0.0,0.2,0.286,3.0,4.8,0.611,4.0,4.3,8.3,2.1,2.6,0.7,0.3,1.3,2.7,0.2,19.6,-5.8,16,0,5,"1712,1610612744",1999
21,21,138,Anthony Avent,1610612746.0,LAC,30.0,49,11,38,0.224,7.7,0.6,2.0,0.302,0.0,0.0,0.0,0.5,0.7,0.719,0.5,1.0,1.5,0.2,0.5,0.3,0.3,0.2,1.3,0.0,1.7,-1.4,0,0,5,"138,1610612746",1999
22,22,1853,Anthony Carter,1610612748.0,MIA,25.0,79,50,29,0.633,23.6,2.5,6.4,0.395,0.0,0.3,0.13,1.2,1.6,0.75,0.6,1.9,2.5,4.8,2.2,1.2,0.1,0.4,2.1,0.2,6.3,0.3,2,0,5,"1853,1610612748",1999
23,23,1533,Anthony Johnson,1610612753.0,ORL,25.0,56,24,32,0.429,11.4,1.1,2.9,0.378,0.0,0.2,0.182,0.5,0.7,0.718,0.4,0.5,0.9,1.3,0.6,0.6,0.1,0.1,1.0,0.1,2.8,-0.3,0,0,5,"1533,1610612753",1999
24,24,193,Anthony Mason,1610612766.0,CHH,33.0,82,49,33,0.598,38.2,3.9,8.1,0.48,0.0,0.0,0.0,3.8,5.1,0.746,1.8,6.8,8.5,4.5,2.0,0.9,0.4,0.9,2.7,0.3,11.6,2.1,22,3,5,"193,1610612766",1999
25,25,292,Anthony Miller,1610612745.0,HOU,28.0,35,19,16,0.543,13.6,1.5,2.8,0.536,0.0,0.0,0.0,0.7,1.5,0.51,1.4,3.3,4.7,0.5,0.5,0.3,0.3,0.3,1.9,0.1,3.7,2.0,1,0,5,"292,1610612745",1999
26,26,1515,Anthony Parker,1610612753.0,ORL,25.0,16,6,10,0.375,11.6,1.5,3.6,0.421,0.1,0.9,0.071,0.5,0.7,0.727,0.3,1.4,1.7,0.6,0.7,0.5,0.3,0.1,0.8,0.3,3.6,-1.7,0,0,5,"1515,1610612753",1999
27,27,324,Anthony Peeler,1610612750.0,MIN,30.0,82,50,32,0.61,25.3,3.9,8.8,0.436,1.0,3.1,0.333,1.1,1.3,0.798,0.7,2.1,2.8,2.4,1.0,0.8,0.1,0.4,2.1,0.1,9.8,-0.9,0,0,5,"324,1610612750",1999
28,28,156,Antoine Carr,1610612763.0,VAN,38.0,21,4,17,0.19,10.4,1.3,3.0,0.438,0.0,0.0,0.0,0.5,0.7,0.786,0.4,1.1,1.5,0.3,0.4,0.1,0.3,0.2,2.0,0.0,3.2,-4.1,0,0,5,"156,1610612763",1999
29,29,952,Antoine Walker,1610612738.0,BOS,23.0,82,35,47,0.427,36.6,7.9,18.4,0.43,0.9,3.5,0.256,3.8,5.4,0.699,2.4,5.5,8.0,3.7,3.2,1.4,0.4,1.7,3.2,0.1,20.5,-0.1,23,1,5,"952,1610612738",1999
30,30,1498,Antonio Daniels,1610612759.0,SAS,25.0,68,45,23,0.662,17.5,2.4,5.1,0.474,0.3,1.0,0.333,1.1,1.5,0.713,0.2,1.0,1.3,2.6,0.9,0.8,0.1,0.2,1.1,0.3,6.2,2.4,1,0,5,"1498,1610612759",1999
31,31,213,Antonio Davis,1610612761.0,TOR,31.0,79,43,36,0.544,31.4,4.0,9.0,0.44,0.0,0.0,0.0,3.6,4.7,0.765,3.0,5.8,8.8,1.3,1.5,0.5,1.3,1.1,3.4,0.5,11.5,0.2,23,0,5,"213,1610612761",1999
32,32,176,Antonio Harvey,1610612757.0,POR,29.0,19,14,5,0.737,7.1,0.9,1.6,0.567,0.0,0.0,0.0,0.4,0.6,0.583,0.4,1.3,1.7,0.3,0.6,0.1,0.3,0.2,1.1,0.1,2.2,1.3,0,0,5,"176,1610612757",1999
