,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS,SEASON
0,0,920,A.C. Green,1610612742,DAL,35.0,50,19,31,0.38,18.5,2.2,5.1,0.422,0.0,0.2,0.0,0.6,1.0,0.577,1.6,2.9,4.6,0.5,0.4,0.6,0.2,0.3,1.4,0.0,4.9,-1.6,4,0,5,"920,1610612742",1998
1,1,243,Aaron McKie,1610612755,PHI,26.0,50,28,22,0.56,19.2,1.9,4.7,0.401,0.1,0.6,0.194,0.9,1.2,0.71,0.5,2.3,2.8,2.0,1.1,1.3,0.1,0.1,1.8,0.0,4.8,-1.3,0,0,5,"243,1610612755",1998
2,2,1425,Aaron Williams,1610612760,SEA,27.0,40,19,21,0.475,11.5,1.3,3.1,0.423,0.0,0.0,0.0,1.4,1.9,0.73,1.4,1.9,3.2,0.6,0.8,0.4,0.6,0.3,1.9,0.0,4.0,-2.5,0,0,5,"1425,1610612760",1998
3,3,228,Adam Keefe,1610612762,UTA,29.0,44,32,12,0.727,14.6,1.3,2.8,0.452,0.0,0.1,0.0,1.4,2.0,0.697,1.2,2.1,3.2,0.6,0.8,0.4,0.3,0.4,1.4,0.0,4.0,1.2,0,0,5,"228,1610612762",1998
4,4,1502,Adonal Foyle,1610612744,GSW,24.0,44,16,28,0.364,13.9,1.2,2.8,0.43,0.0,0.0,0.0,0.6,1.2,0.49,1.8,2.6,4.4,0.4,0.7,0.3,1.0,0.4,2.0,0.0,2.9,-1.0,1,0,5,"1502,1610612744",1998
5,5,1817,Adonis Jordan,1610612749,MIL,28.0,4,2,2,0.5,4.6,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.8,0.5,0.8,0.0,0.0,0.0,0.0,1.5,-4.0,0,0,5,"1817,1610612749",1998
6,6,1733,Al Harrington,1610612754,IND,19.0,21,11,10,0.524,7.6,0.9,2.7,0.321,0.0,0.2,0.0,0.4,0.7,0.6,1.0,0.9,1.9,0.2,0.5,0.2,0.1,0.4,1.2,0.0,2.1,-1.2,0,0,5,"1733,1610612754",1998
7,7,673,Alan Henderson,1610612737,ATL,26.0,38,22,16,0.579,30.0,4.9,11.1,0.442,0.0,0.0,0.0,2.6,3.9,0.671,2.6,3.9,6.6,0.7,1.5,0.9,0.5,1.3,2.5,0.0,12.5,-1.8,4,0,5,"673,1610612737",1998
8,8,275,Allan Houston,1610612752,NYK,28.0,50,27,23,0.54,36.3,5.9,14.1,0.418,1.1,2.8,0.407,3.4,3.9,0.862,0.4,2.6,3.0,2.7,2.6,0.7,0.2,0.8,2.3,0.0,16.3,1.2,0,0,5,"275,1610612752",1998
9,9,947,Allen Iverson,1610612755,PHI,24.0,48,28,20,0.583,41.5,9.1,22.0,0.412,1.2,4.1,0.291,7.4,9.9,0.751,1.4,3.5,4.9,4.6,3.5,2.3,0.1,1.1,2.0,0.0,26.8,3.9,4,0,5,"947,1610612755",1998
