,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS,SEASON
19,19,1712,Antawn Jamison,1610612744,GSW,26.0,82,21,61,0.256,37.0,7.5,16.8,0.447,0.8,2.6,0.324,3.9,5.4,0.734,2.6,4.2,6.8,2.0,2.0,0.9,0.5,1.0,2.3,0.0,19.7,-4.5,16,0,5,"1712,1610612744",2001
20,20,1853,Anthony Carter,1610612748,MIA,27.0,46,19,27,0.413,22.8,1.9,5.7,0.342,0.0,0.4,0.053,0.4,0.8,0.528,0.4,2.1,2.5,4.7,1.6,1.1,0.1,0.2,1.8,0.0,4.3,-4.1,2,0,5,"1853,1610612748",2001
21,21,1533,Anthony Johnson,1610612751,NJN,27.0,34,22,12,0.647,10.8,1.1,2.6,0.411,0.1,0.4,0.333,0.5,0.7,0.64,0.3,0.6,0.9,1.4,0.6,0.9,0.0,0.1,0.9,0.0,2.8,0.7,0,0,5,"1533,1610612751",2001
22,22,193,Anthony Mason,1610612749,MIL,35.0,82,41,41,0.5,38.3,3.9,7.6,0.505,0.0,0.0,1.0,1.9,2.7,0.697,1.5,6.4,7.9,4.2,1.6,0.7,0.3,0.8,2.3,0.0,9.6,0.2,10,0,5,"193,1610612749",2001
23,23,324,Anthony Peeler,1610612750,MIN,32.0,82,50,32,0.61,25.1,3.5,8.3,0.421,1.4,3.5,0.392,0.6,0.7,0.862,0.5,2.1,2.5,2.2,0.9,0.7,0.1,0.3,1.7,0.0,9.0,0.2,0,0,5,"324,1610612750",2001
24,24,952,Antoine Walker,1610612738,BOS,25.0,81,48,33,0.593,42.1,8.2,20.9,0.394,2.7,8.0,0.344,3.0,4.0,0.741,1.9,7.0,8.8,5.0,3.1,1.5,0.5,1.5,2.9,0.0,22.1,3.0,29,2,5,"952,1610612738",2001
25,25,1498,Antonio Daniels,1610612759,SAS,27.0,82,58,24,0.707,26.5,3.3,7.5,0.44,0.7,2.4,0.291,1.9,2.6,0.752,0.3,1.9,2.1,2.8,0.9,0.6,0.1,0.3,1.3,0.0,9.2,3.2,0,0,5,"1498,1610612759",2001
26,26,213,Antonio Davis,1610612761,TOR,33.0,77,41,36,0.532,38.7,5.3,12.5,0.426,0.0,0.0,0.0,3.8,4.6,0.818,3.3,6.3,9.6,2.0,2.1,0.7,1.1,1.1,2.9,0.1,14.5,-0.1,33,0,5,"213,1610612761",2001
27,27,176,Antonio Harvey,1610612760,SEA,31.0,5,3,2,0.6,9.5,0.8,2.4,0.333,0.0,0.0,0.0,0.2,0.4,0.5,1.0,0.8,1.8,1.0,0.6,0.2,0.6,0.0,1.6,0.0,1.8,-2.6,0,0,5,"176,1610612760",2001
28,28,686,Antonio McDyess,1610612743,DEN,27.0,10,3,7,0.3,23.5,4.3,7.5,0.573,0.0,0.0,0.0,2.7,3.3,0.818,1.8,3.7,5.5,1.8,2.0,1.0,0.8,0.6,2.0,0.0,11.3,-6.6,1,0,5,"686,1610612743",2001
29,29,2238,Antonis Fotsis,1610612763,MEM,21.0,28,6,22,0.214,11.3,1.5,3.7,0.404,0.3,0.8,0.304,0.6,0.7,0.85,0.9,1.3,2.2,0.4,0.8,0.3,0.4,0.3,0.8,0.0,3.9,-1.1,0,0,5,"2238,1610612763",2001
30,30,1609,Art Long,1610612760,SEA,29.0,63,37,26,0.587,15.7,1.9,3.9,0.492,0.0,0.0,0.0,0.7,1.3,0.529,1.7,2.3,4.0,0.7,1.0,0.3,0.4,0.3,2.9,0.0,4.5,-0.4,3,0,5,"1609,1610612760",2001
31,31,1506,Austin Croshere,1610612754,IND,27.0,76,39,37,0.513,16.9,2.4,5.9,0.413,0.6,1.9,0.338,1.3,1.5,0.851,1.0,2.9,3.9,1.0,0.9,0.3,0.4,0.3,1.4,0.0,6.8,0.8,4,0,5,"1506,1610612754",2001
32,32,422,Avery Johnson,1610612742,DAL,37.0,68,27,41,0.397,19.9,3.0,6.4,0.479,0.0,0.1,0.0,1.8,2.4,0.742,0.2,0.8,1.0,4.2,1.1,0.6,0.1,0.7,1.3,0.0,7.9,-2.4,6,0,5,"422,1610612742",2001
33,33,1884,Baron Davis,1610612766,CHH,23.0,82,44,38,0.537,40.5,6.8,16.4,0.417,2.1,5.8,0.356,2.4,4.1,0.58,1.1,3.1,4.3,8.5,3.0,2.1,0.6,0.8,2.9,0.0,18.1,1.8,29,1,5,"1884,1610612766",2001
34,34,1112,Ben Wallace,1610612765,DET,27.0,80,49,31,0.613,36.5,3.2,6.0,0.531,0.0,0.0,0.0,1.2,2.9,0.423,4.0,9.0,13.0,1.4,0.9,1.7,3.5,0.5,2.2,0.0,7.6,1.9,25,1,5,"1112,1610612765",2001
35,35,902,Bimbo Coles,1610612739,CLE,34.0,47,15,32,0.319,14.8,1.2,3.1,0.384,0.1,0.4,0.2,0.7,0.8,0.892,0.3,0.9,1.2,2.3,0.7,0.3,0.1,0.2,1.3,0.0,3.2,-4.0,0,0,5,"902,1610612739",2001
36,36,448,Bo Outlaw,1610612756,PHX,31.0,83,37,46,0.446,23.2,2.0,3.6,0.555,0.0,0.0,0.5,0.5,1.2,0.422,1.8,2.6,4.4,1.5,1.2,0.8,1.1,0.5,2.5,0.1,4.5,0.7,0,0,5,"448,1610612756",2001
37,37,682,Bob Sura,1610612744,GSW,29.0,78,20,58,0.256,22.9,3.2,7.6,0.424,0.5,1.7,0.316,3.0,4.2,0.72,1.1,2.1,3.3,3.5,1.7,1.1,0.2,0.5,2.1,0.0,10.0,-2.1,1,0,5,"682,1610612744",2001
38,38,1517,Bobby Jackson,1610612758,SAC,29.0,81,61,20,0.753,21.6,4.1,9.3,0.443,1.0,2.7,0.361,1.8,2.3,0.81,1.0,2.1,3.1,2.0,1.1,0.9,0.1,0.5,1.8,0.0,11.1,3.7,0,0,5,"1517,1610612758",2001
39,39,2250,Bobby Simmons,1610612764,WAS,22.0,30,12,18,0.4,11.3,1.4,3.2,0.453,0.1,0.5,0.286,0.7,1.0,0.733,0.8,0.9,1.7,0.6,0.5,0.4,0.2,0.3,1.0,0.0,3.7,-0.3,0,0,5,"2250,1610612764",2001
40,40,1719,Bonzi Wells,1610612757,POR,25.0,74,44,30,0.595,31.8,6.6,14.0,0.469,0.9,2.3,0.384,2.9,3.9,0.741,1.6,4.4,6.0,2.8,2.6,1.5,0.3,0.8,2.8,0.0,17.0,2.4,7,0,5,"1719,1610612757",2001
41,41,1802,Brad Miller,1610612754,IND,26.0,76,28,48,0.368,29.8,4.8,9.6,0.499,0.0,0.1,0.429,3.9,5.0,0.775,3.3,4.9,8.2,2.0,1.5,1.0,0.5,1.5,3.2,0.1,13.6,-2.4,19,0,5,"1802,1610612754",2001
42,42,2220,Brandon Armstrong,1610612751,NJN,22.0,35,24,11,0.686,5.6,0.8,2.4,0.318,0.1,0.5,0.294,0.1,0.3,0.5,0.3,0.2,0.5,0.2,0.2,0.2,0.0,0.1,0.7,0.0,1.8,-1.0,0,0,5,"2220,1610612751",2001
43,43,2217,Brendan Haywood,1610612764,WAS,22.0,62,32,30,0.516,20.4,1.8,3.6,0.493,0.0,0.0,0.0,1.6,2.6,0.606,2.3,2.9,5.2,0.5,0.8,0.3,1.5,0.5,2.5,0.0,5.1,-0.9,2,0,5,"2217,1610612764",2001
44,44,699,Brent Barry,1610612760,SEA,30.0,81,44,37,0.543,37.5,5.0,9.8,0.508,2.0,4.8,0.424,2.4,2.9,0.846,0.7,4.7,5.4,5.3,2.0,1.8,0.5,0.4,2.2,0.0,14.4,2.5,8,0,5,"699,1610612760",2001
45,45,85,Brent Price,1610612758,SAC,33.0,20,15,5,0.75,4.4,0.5,1.4,0.333,0.2,0.8,0.267,0.5,0.7,0.692,0.2,0.2,0.4,0.5,0.5,0.2,0.1,0.0,0.7,0.0,1.6,-1.9,0,0,5,"85,1610612758",2001
46,46,1510,Brevin Knight,1610612763,MEM,26.0,53,15,38,0.283,21.7,2.7,6.3,0.422,0.0,0.2,0.25,1.6,2.2,0.757,0.2,1.8,2.1,5.7,2.1,1.5,0.1,0.5,2.5,0.0,7.0,-2.4,7,0,5,"1510,1610612763",2001
47,47,2073,Brian Cardinal,1610612765,DET,25.0,8,3,5,0.375,5.3,0.8,1.6,0.462,0.4,0.9,0.429,0.3,0.3,1.0,0.3,0.5,0.8,0.3,0.0,0.1,0.0,0.0,0.6,0.0,2.1,1.9,0,0,5,"2073,1610612765",2001
48,48,258,Brian Grant,1610612748,MIA,30.0,72,35,37,0.486,31.3,4.0,8.5,0.469,0.0,0.0,0.0,1.4,1.7,0.849,2.3,5.7,8.0,1.9,1.7,0.7,0.4,0.8,3.3,0.0,9.3,-1.0,17,0,5,"258,1610612748",2001
49,49,2243,Brian Scalabrine,1610612751,NJN,24.0,28,19,9,0.679,10.4,0.8,2.4,0.343,0.1,0.4,0.3,0.4,0.5,0.733,0.4,1.4,1.8,0.8,0.9,0.3,0.1,0.3,1.4,0.0,2.1,0.6,0,0,5,"2243,1610612751",2001
50,50,216,Brian Shaw,1610612747,LAL,36.0,58,40,18,0.69,10.8,1.1,3.0,0.353,0.5,1.5,0.33,0.3,0.4,0.692,0.3,1.6,1.9,1.5,0.6,0.4,0.1,0.1,0.7,0.0,2.9,1.7,0,0,5,"216,1610612747",2001
51,51,1730,Brian Skinner,1610612739,CLE,26.0,65,21,44,0.323,17.0,1.4,2.5,0.543,0.0,0.0,0.0,0.7,1.2,0.608,1.4,2.9,4.3,0.3,0.6,0.4,0.9,0.4,2.0,0.0,3.4,-0.6,2,0,5,"1730,1610612739",2001
52,52,1477,Bruce Bowen,1610612759,SAS,31.0,59,47,12,0.797,28.8,2.6,6.7,0.389,0.9,2.5,0.378,0.8,1.6,0.479,0.7,2.0,2.7,1.5,1.1,1.1,0.4,0.3,2.0,0.0,7.0,4.7,0,0,5,"1477,1610612759",2001
53,53,1743,Bruno Sundov,1610612754,IND,22.0,22,11,11,0.5,3.9,0.7,1.8,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.6,1.0,0.1,0.2,0.1,0.1,0.0,0.7,0.0,1.5,0.1,0,0,5,"1743,1610612754",2001
54,54,179,Bryant Stith,1610612739,CLE,31.0,50,15,35,0.3,13.3,1.4,3.8,0.372,0.5,1.4,0.353,0.9,1.0,0.846,0.4,1.3,1.7,0.8,0.6,0.6,0.1,0.3,0.8,0.0,4.2,-2.3,0,0,5,"179,1610612739",2001
55,55,1724,Bryce Drew,1610612766,CHH,27.0,61,29,32,0.475,12.7,1.3,3.0,0.429,0.5,1.2,0.425,0.4,0.5,0.793,0.2,1.0,1.2,1.7,0.5,0.5,0.0,0.1,0.8,0.0,3.4,0.5,0,0,5,"1724,1610612766",2001
56,56,935,Bryon Russell,1610612762,UTA,31.0,66,36,30,0.545,30.3,3.4,8.8,0.38,1.2,3.4,0.341,1.7,2.1,0.821,1.2,3.3,4.5,2.1,1.7,1.0,0.3,0.5,3.1,0.0,9.6,2.6,0,0,5,"935,1610612762",2001
57,57,1898,Cal Bowdler,1610612737,ATL,25.0,52,17,35,0.327,11.2,1.2,3.3,0.351,0.0,0.1,0.2,0.8,0.9,0.83,0.7,1.4,2.1,0.2,0.2,0.3,0.3,0.3,1.2,0.0,3.1,0.0,0,0,5,"1898,1610612737",2001
58,58,384,Calbert Cheaney,1610612743,DEN,30.0,68,20,48,0.294,24.1,3.3,6.9,0.481,0.0,0.1,0.0,0.7,1.0,0.687,0.8,2.7,3.5,1.6,1.0,0.5,0.3,0.5,2.3,0.0,7.3,-4.8,1,0,5,"384,1610612743",2001
59,59,1916,Calvin Booth,1610612760,SEA,26.0,15,6,9,0.4,18.5,2.3,5.5,0.427,0.0,0.0,0.0,1.5,1.6,0.958,1.3,2.3,3.6,1.1,1.1,0.4,0.9,0.3,3.1,0.1,6.2,-2.8,0,0,5,"1916,1610612760",2001
60,60,2306,Carlos Arroyo,1610612743,DEN,22.0,37,17,20,0.459,10.0,1.3,3.0,0.441,0.0,0.1,0.0,0.4,0.5,0.722,0.3,0.8,1.1,1.9,0.6,0.3,0.0,0.4,0.8,0.0,3.0,-0.9,0,0,5,"2306,1610612743",2001
61,61,435,Carlos Rogers,1610612754,IND,31.0,22,9,13,0.409,7.7,1.1,2.0,0.558,0.0,0.3,0.167,0.5,0.9,0.526,0.6,1.1,1.7,0.1,0.2,0.2,0.3,0.0,0.8,0.0,2.7,-1.3,0,0,5,"435,1610612754",2001
62,62,1538,Cedric Henderson,1610612744,GSW,27.0,12,4,8,0.333,5.8,1.3,2.6,0.484,0.2,0.3,0.5,0.3,0.6,0.571,0.1,0.2,0.3,0.3,0.7,0.5,0.2,0.2,0.3,0.0,3.0,1.8,0,0,5,"1538,1610612744",2001
63,63,891,Charles Oakley,1610612741,CHI,38.0,57,11,46,0.193,24.3,1.7,4.6,0.369,0.0,0.1,0.167,0.4,0.5,0.75,1.3,4.8,6.0,2.0,1.5,0.9,0.2,0.1,3.1,0.0,3.8,-5.8,1,0,5,"891,1610612741",2001
64,64,1520,Charles Smith,1610612759,SAS,26.0,60,45,15,0.75,19.1,3.0,7.1,0.425,0.6,2.2,0.267,0.7,1.1,0.646,0.6,1.7,2.2,1.3,1.0,0.9,0.7,0.6,1.9,0.0,7.4,-0.3,0,0,5,"1520,1610612759",2001
65,65,2294,Charlie Bell,1610612742,DAL,23.0,7,4,3,0.571,6.0,0.4,1.6,0.273,0.0,0.9,0.0,0.3,0.3,1.0,0.3,0.4,0.7,0.3,0.7,0.0,0.0,0.0,0.4,0.0,1.1,-2.9,0,0,5,"2294,1610612742",2001
66,66,369,Charlie Ward,1610612752,NYK,31.0,63,19,44,0.302,16.8,1.8,4.8,0.373,0.8,2.6,0.323,0.7,0.9,0.81,0.2,1.8,2.0,3.2,1.2,1.1,0.2,0.1,1.6,0.0,5.2,-0.4,1,0,5,"369,1610612752",2001
67,67,1497,Chauncey Billups,1610612750,MIN,25.0,82,50,32,0.61,28.7,4.2,10.0,0.423,1.5,3.8,0.394,2.5,2.9,0.885,0.4,2.3,2.8,5.5,1.7,0.8,0.2,0.5,2.1,0.0,12.5,2.1,8,1,5,"1497,1610612750",2001
68,68,685,Cherokee Parks,1610612759,SAS,29.0,42,30,12,0.714,5.5,0.7,2.0,0.361,0.0,0.0,0.0,0.1,0.2,0.375,0.6,0.8,1.4,0.2,0.3,0.2,0.2,0.1,0.8,0.0,1.5,-1.6,0,0,5,"685,1610612759",2001
69,69,2365,Chris Andersen,1610612743,DEN,23.0,24,9,15,0.375,10.9,1.0,3.1,0.338,0.0,0.2,0.0,0.9,1.2,0.786,1.6,1.6,3.2,0.3,0.5,0.3,1.2,0.3,1.5,0.0,3.0,1.2,0,0,5,"2365,1610612743",2001
70,70,164,Chris Childs,1610612761,TOR,34.0,69,34,35,0.493,22.9,1.4,4.3,0.328,0.5,1.7,0.275,0.8,1.0,0.817,0.3,2.0,2.2,5.1,1.8,0.8,0.1,0.2,2.6,0.0,4.1,-0.4,0,0,5,"164,1610612761",2001
71,71,1544,Chris Crawford,1610612737,ATL,27.0,7,1,6,0.143,18.7,3.0,6.4,0.467,0.0,0.1,0.0,1.6,2.1,0.733,1.3,2.3,3.6,0.7,1.4,0.3,0.7,0.6,3.0,0.1,7.6,-4.9,0,0,5,"1544,1610612737",2001
72,72,201,Chris Dudley,1610612757,POR,37.0,43,27,16,0.628,7.6,0.5,1.2,0.4,0.0,0.0,0.0,0.2,0.3,0.533,0.6,1.2,1.9,0.3,0.3,0.1,0.3,0.1,1.0,0.0,1.1,0.2,0,0,5,"201,1610612757",2001
73,73,423,Chris Gatling,1610612748,MIA,34.0,54,19,35,0.352,15.0,2.4,5.4,0.447,0.0,0.1,0.125,1.5,2.2,0.701,1.3,2.5,3.8,0.5,1.1,0.3,0.2,0.4,2.0,0.1,6.4,-1.0,0,0,5,"423,1610612748",2001
74,74,2036,Chris Mihm,1610612739,CLE,22.0,74,26,48,0.351,22.4,3.0,7.1,0.42,0.0,0.1,0.429,1.7,2.4,0.693,1.8,3.5,5.3,0.3,1.3,0.2,1.2,0.7,3.5,0.0,7.7,-3.4,5,0,5,"2036,1610612739",2001
75,75,168,Chris Mills,1610612744,GSW,32.0,66,18,48,0.273,18.7,2.7,6.5,0.417,0.7,1.9,0.378,1.3,1.6,0.794,0.8,2.1,2.9,1.1,0.8,0.5,0.2,0.3,1.8,0.0,7.4,-1.7,0,0,5,"168,1610612744",2001
76,76,185,Chris Webber,1610612758,SAC,29.0,54,42,12,0.778,38.4,9.9,19.9,0.495,0.1,0.4,0.263,4.7,6.3,0.749,2.8,7.3,10.1,4.8,2.9,1.7,1.4,0.7,3.4,0.0,24.5,7.6,31,1,5,"185,1610612758",2001
77,77,43,Chris Whitney,1610612764,WAS,30.0,82,37,45,0.451,26.5,3.3,8.0,0.418,1.6,3.9,0.406,1.9,2.1,0.88,0.1,1.7,1.9,3.8,1.0,0.9,0.1,0.2,2.2,0.0,10.2,-0.5,1,0,5,"43,1610612764",2001
78,78,363,Christian Laettner,1610612764,WAS,32.0,57,21,36,0.368,25.3,2.9,6.4,0.464,0.0,0.2,0.2,1.2,1.3,0.868,1.3,4.0,5.3,2.6,1.5,1.1,0.4,0.3,2.3,0.0,7.1,-2.0,4,0,5,"363,1610612764",2001
79,79,1088,Chucky Atkins,1610612765,DET,27.0,79,49,30,0.62,28.9,4.7,10.0,0.466,1.7,4.3,0.411,1.1,1.5,0.692,0.4,1.6,2.0,3.3,1.6,0.9,0.1,0.5,2.2,0.0,12.1,0.7,1,0,5,"1088,1610612765",2001
80,80,359,Chucky Brown,1610612758,SAC,34.0,18,14,4,0.778,5.1,0.6,1.5,0.37,0.0,0.0,0.0,0.1,0.1,0.5,0.6,1.3,1.8,0.3,0.3,0.1,0.2,0.1,0.7,0.0,1.2,-1.1,0,0,5,"359,1610612758",2001
81,81,221,Clar. Weatherspoon,1610612752,NYK,31.0,56,21,35,0.375,30.8,3.4,8.1,0.418,0.0,0.0,0.0,2.1,2.6,0.795,2.7,5.6,8.2,1.1,0.8,0.7,0.9,1.1,2.4,0.0,8.8,-3.3,12,0,5,"221,1610612752",2001
82,82,361,Clifford Robinson,1610612765,DET,35.0,80,49,31,0.613,35.7,5.7,13.4,0.425,1.4,3.8,0.378,1.8,2.6,0.694,1.0,3.9,4.8,2.5,1.9,1.1,1.2,0.6,3.0,0.0,14.6,1.4,2,0,5,"361,1610612765",2001
83,83,1894,Corey Maggette,1610612746,LAC,22.0,63,29,34,0.46,25.7,3.7,8.4,0.443,0.7,2.2,0.331,3.2,4.0,0.801,0.9,2.8,3.7,1.8,1.8,0.7,0.3,0.9,2.5,0.0,11.4,-1.3,1,0,5,"1894,1610612746",2001
84,84,916,Corie Blount,1610612755,PHI,33.0,72,39,33,0.542,19.9,1.6,3.5,0.458,0.0,0.0,0.0,0.4,0.6,0.644,2.1,3.0,5.1,0.6,0.7,0.7,0.4,0.3,2.4,0.0,3.6,-1.7,2,0,5,"916,1610612755",2001
85,85,722,Corliss Williamson,1610612765,DET,28.0,78,47,31,0.603,21.9,5.3,10.3,0.51,0.0,0.1,0.2,3.1,3.8,0.805,1.5,2.6,4.1,1.2,1.8,0.6,0.3,0.7,2.9,0.0,13.6,1.8,4,0,5,"722,1610612765",2001
86,86,2042,Courtney Alexander,1610612764,WAS,25.0,56,23,33,0.411,23.6,4.0,8.5,0.47,0.1,0.3,0.278,1.8,2.2,0.81,0.8,1.9,2.6,1.5,1.1,0.6,0.1,0.6,2.0,0.0,9.8,-3.0,0,0,5,"2042,1610612764",2001
87,87,1749,Cuttino Mobley,1610612745,HOU,26.0,74,28,46,0.378,42.1,8.0,18.4,0.438,2.0,5.1,0.395,3.6,4.2,0.85,0.9,3.2,4.1,2.5,2.4,1.5,0.5,0.6,2.6,0.0,21.7,-2.6,1,0,5,"1749,1610612745",2001
88,88,905,Dale Davis,1610612757,POR,33.0,78,46,32,0.59,31.4,3.8,7.4,0.51,0.0,0.0,0.0,1.9,2.7,0.708,3.4,5.5,8.8,1.2,0.8,0.8,1.1,0.6,2.5,0.0,9.5,3.1,23,0,5,"905,1610612757",2001
89,89,2053,Dalibor Bagaric,1610612741,CHI,21.0,50,13,37,0.26,12.7,1.4,3.6,0.404,0.0,0.0,0.0,0.8,1.4,0.586,1.1,2.1,3.2,0.5,0.9,0.3,0.5,0.4,2.2,0.0,3.7,-2.8,0,0,5,"2053,1610612741",2001
90,90,1800,Damon Jones,1610612765,DET,25.0,67,42,25,0.627,16.2,1.7,4.2,0.401,1.0,2.8,0.371,0.6,0.9,0.729,0.2,1.3,1.5,2.1,0.9,0.3,0.0,0.2,1.2,0.0,5.1,1.4,0,0,5,"1800,1610612765",2001
91,91,757,Damon Stoudamire,1610612757,POR,28.0,75,45,30,0.6,37.2,4.9,12.2,0.402,1.4,3.9,0.353,2.3,2.6,0.888,1.0,2.9,3.9,6.5,2.0,0.9,0.1,0.5,2.0,0.0,13.5,2.8,8,0,5,"757,1610612757",2001
92,92,2245,Damone Brown,1610612755,PHI,23.0,17,7,10,0.412,3.8,0.5,1.2,0.381,0.0,0.1,0.0,0.4,0.5,0.875,0.1,0.1,0.2,0.1,0.5,0.1,0.1,0.0,0.6,0.1,1.4,-0.8,0,0,5,"2245,1610612755",2001
93,93,2061,Dan Langhi,1610612745,HOU,24.0,34,10,24,0.294,12.7,1.4,3.7,0.392,0.0,0.1,0.25,0.2,0.3,0.727,0.6,1.3,2.0,0.4,0.3,0.2,0.1,0.1,0.7,0.0,3.1,-4.5,0,0,5,"2061,1610612745",2001
