,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS,SEASON
0,0,2062,A.J. Guyton,1610612744,GSW,25.0,2,1,1,0.5,4.3,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,-1.0,0,0,5,"2062,1610612744",2002
1,1,243,Aaron McKie,1610612755,PHI,30.0,80,47,33,0.588,29.7,3.6,8.3,0.429,0.5,1.4,0.33,1.4,1.7,0.836,0.8,3.6,4.4,3.5,1.4,1.6,0.1,0.9,2.2,0.0,9.0,2.5,1,0,5,"243,1610612755",2002
2,2,1425,Aaron Williams,1610612751,NJN,31.0,81,49,32,0.605,19.8,2.5,5.4,0.453,0.0,0.0,0.0,1.3,1.6,0.785,1.7,2.4,4.1,1.1,1.0,0.3,0.7,0.6,2.5,0.0,6.2,0.7,1,0,5,"1425,1610612751",2002
3,3,2492,Adam Harrington,1610612743,DEN,22.0,19,13,6,0.684,5.8,0.6,1.9,0.297,0.3,0.7,0.357,0.2,0.2,0.75,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0.2,0.4,0.0,1.6,-1.8,0,0,5,"2492,1610612743",2002
4,4,1502,Adonal Foyle,1610612744,GSW,28.0,82,38,44,0.463,21.8,2.3,4.2,0.536,0.0,0.0,0.0,0.9,1.3,0.673,2.1,3.8,6.0,0.5,0.9,0.5,2.5,0.3,2.6,0.0,5.4,0.9,4,0,5,"1502,1610612744",2002
5,5,1559,Adrian Griffin,1610612742,DAL,28.0,74,56,18,0.757,18.5,2.0,4.6,0.433,0.1,0.3,0.25,0.4,0.4,0.844,1.2,2.4,3.6,1.4,0.6,1.0,0.1,0.2,2.1,0.0,4.4,2.5,0,0,5,"1559,1610612742",2002
6,6,1733,Al Harrington,1610612754,IND,23.0,82,48,34,0.585,30.1,4.7,10.9,0.434,0.2,0.6,0.283,2.6,3.3,0.77,1.9,4.3,6.2,1.5,2.0,0.9,0.4,1.0,3.4,0.0,12.2,1.9,10,0,5,"1733,1610612754",2002
7,7,673,Alan Henderson,1610612737,ATL,30.0,82,35,47,0.427,18.2,1.9,4.0,0.468,0.0,0.0,0.0,1.1,1.7,0.638,1.9,3.0,4.9,0.5,0.7,0.4,0.4,0.3,2.0,0.0,4.8,-2.5,2,0,5,"673,1610612737",2002
8,8,275,Allan Houston,1610612752,NYK,32.0,82,37,45,0.451,37.9,8.0,17.9,0.445,2.2,5.5,0.396,4.4,4.8,0.919,0.3,2.5,2.8,2.7,2.2,0.7,0.1,0.6,2.3,0.0,22.5,-0.4,0,0,5,"275,1610612752",2002
9,9,947,Allen Iverson,1610612755,PHI,28.0,82,48,34,0.585,42.5,9.8,23.7,0.414,1.0,3.7,0.277,7.0,9.0,0.774,0.8,3.4,4.2,5.5,3.5,2.7,0.2,1.2,1.8,0.0,27.6,2.2,6,0,5,"947,1610612755",2002
