,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,CFID,CFPARAMS,SEASON
0,0,201985,A.J. Price,1610612754,IND,25.0,44,27,17,0.614,12.9,1.3,4.0,0.339,0.6,2.0,0.295,0.6,0.8,0.8,0.3,1.1,1.4,2.0,0.7,0.5,0.0,0.1,0.7,0.7,3.9,0.8,0,0,5,"201985,1610612754",2011
1,1,201189,Aaron Gray,1610612761,TOR,27.0,49,17,32,0.347,16.6,1.7,3.3,0.516,0.0,0.0,0.0,0.5,1.0,0.532,1.7,4.0,5.7,0.6,1.0,0.4,0.3,0.3,2.6,0.8,3.9,-3.1,2,0,5,"201189,1610612761",2011
2,2,1733,Al Harrington,1610612743,DEN,32.0,64,36,28,0.563,27.5,5.4,12.1,0.446,1.6,4.7,0.333,1.9,2.8,0.676,1.1,5.0,6.1,1.4,1.8,0.9,0.2,0.8,2.8,2.2,14.2,2.6,9,0,5,"1733,1610612743",2011
3,3,201143,Al Horford,1610612737,ATL,26.0,11,7,4,0.636,31.6,5.2,9.4,0.553,0.0,0.1,0.0,2.0,2.7,0.733,2.4,4.6,7.0,2.2,1.5,0.9,1.3,0.6,1.9,2.5,12.4,4.7,2,0,5,"201143,1610612737",2011
4,4,2744,Al Jefferson,1610612762,UTA,27.0,61,32,29,0.525,34.0,8.5,17.2,0.492,0.0,0.1,0.25,2.2,2.9,0.774,2.2,7.4,9.6,2.2,1.0,0.8,1.7,1.0,2.5,2.3,19.2,2.7,31,0,5,"2744,1610612762",2011
5,5,202329,Al-Farouq Aminu,1610612740,NOH,21.0,66,21,45,0.318,22.4,2.3,5.5,0.411,0.2,0.7,0.277,1.3,1.7,0.754,1.4,3.2,4.7,1.0,1.4,0.9,0.5,0.6,2.1,1.6,6.0,-0.5,2,0,5,"202329,1610612740",2011
6,6,101187,Alan Anderson,1610612761,TOR,29.0,17,7,10,0.412,27.1,3.2,8.4,0.387,1.4,3.6,0.393,1.7,2.0,0.853,0.5,1.5,2.0,1.5,1.5,0.3,0.2,0.4,2.1,1.9,9.6,-1.4,0,0,5,"101187,1610612761",2011
7,7,202692,Alec Burks,1610612762,UTA,20.0,59,33,26,0.559,15.9,2.6,6.1,0.429,0.3,0.8,0.333,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.9,0.5,0.1,0.6,1.4,1.7,7.2,-0.4,0,0,5,"202692,1610612762",2011
8,8,202087,Alonzo Gee,1610612739,CLE,25.0,63,20,43,0.317,29.0,3.6,8.7,0.412,0.7,2.2,0.321,2.7,3.4,0.788,1.6,3.5,5.1,1.8,1.8,1.3,0.3,0.9,2.4,2.2,10.6,-3.4,2,0,5,"202087,1610612739",2011
9,9,2405,Amar'e Stoudemire,1610612752,NYK,29.0,47,22,25,0.468,32.8,6.7,13.9,0.483,0.1,0.4,0.238,4.0,5.2,0.765,2.3,5.6,7.8,1.1,2.4,0.8,1.0,1.3,2.9,4.1,17.5,-0.9,16,0,5,"2405,1610612752",2011
10,10,101161,Amir Johnson,1610612761,TOR,25.0,64,22,42,0.344,24.3,3.1,5.3,0.576,0.0,0.1,0.4,0.9,1.3,0.69,2.3,4.0,6.4,1.2,1.5,0.5,1.1,0.4,3.3,1.4,7.1,0.2,8,0,5,"101161,1610612761",2011
11,11,2760,Anderson Varejao,1610612739,CLE,29.0,25,10,15,0.4,31.4,4.6,8.9,0.514,0.0,0.2,0.0,1.7,2.6,0.672,4.4,7.1,11.5,1.7,1.8,1.4,0.7,0.9,2.5,2.8,10.8,-0.7,14,0,5,"2760,1610612739",2011
12,12,101154,Andray Blatche,1610612764,WAS,25.0,26,7,19,0.269,24.1,3.6,9.4,0.38,0.1,0.3,0.286,1.3,1.9,0.673,1.6,4.2,5.8,1.1,1.4,0.8,0.7,0.8,2.1,1.8,8.5,-5.8,4,0,5,"101154,1610612764",2011
13,13,2765,Andre Emmett,1610612751,NJN,29.0,6,2,4,0.333,7.5,0.7,1.2,0.571,0.0,0.2,0.0,0.8,1.3,0.625,0.3,0.7,1.0,0.2,0.3,0.3,0.2,0.0,0.3,0.8,2.2,-1.2,0,0,5,"2765,1610612751",2011
14,14,2738,Andre Iguodala,1610612755,PHI,28.0,62,33,29,0.532,35.6,4.6,10.2,0.454,1.2,3.1,0.394,2.0,3.2,0.617,0.9,5.2,6.1,5.5,1.9,1.7,0.5,0.3,1.5,3.0,12.4,3.5,8,1,5,"2738,1610612755",2011
15,15,1889,Andre Miller,1610612743,DEN,36.0,66,38,28,0.576,27.4,3.7,8.4,0.438,0.3,1.3,0.217,2.1,2.6,0.811,0.8,2.5,3.3,6.7,2.7,1.0,0.1,0.8,2.0,2.3,9.7,2.5,8,0,5,"1889,1610612743",2011
16,16,200745,Andrea Bargnani,1610612761,TOR,26.0,31,13,18,0.419,33.3,6.7,15.6,0.432,1.1,3.7,0.296,4.9,5.6,0.873,0.8,4.8,5.5,2.0,2.2,0.6,0.5,0.7,1.7,4.8,19.5,-1.5,2,0,5,"200745,1610612761",2011
17,17,2804,Andres Nocioni,1610612755,PHI,32.0,11,9,2,0.818,5.1,0.5,1.8,0.25,0.1,0.5,0.167,0.5,1.0,0.545,0.1,1.2,1.3,0.1,0.5,0.1,0.1,0.2,0.4,0.5,1.5,-1.9,0,0,5,"2804,1610612755",2011
18,18,101106,Andrew Bogut,1610612749,MIL,27.0,12,7,5,0.583,30.3,5.1,11.3,0.449,0.0,0.1,0.0,1.2,1.9,0.609,1.8,6.5,8.3,2.6,2.0,1.0,2.0,0.3,3.0,3.8,11.3,1.4,3,0,5,"101106,1610612749",2011
19,19,101115,Andrew Bynum,1610612747,LAL,24.0,60,38,22,0.633,35.2,7.4,13.3,0.558,0.0,0.1,0.2,3.9,5.6,0.692,3.2,8.6,11.8,1.4,2.5,0.5,1.9,1.0,1.7,4.7,18.7,1.9,37,0,5,"101115,1610612747",2011
20,20,202726,Andrew Goudelock,1610612747,LAL,23.0,40,24,16,0.6,10.5,1.7,4.4,0.391,0.7,1.9,0.373,0.3,0.3,0.917,0.1,0.7,0.8,0.5,0.5,0.1,0.0,0.2,0.8,0.4,4.4,-0.7,0,0,5,"202726,1610612747",2011
21,21,2740,Andris Biedrins,1610612744,GSW,26.0,47,17,30,0.362,15.7,0.8,1.4,0.609,0.0,0.0,0.0,0.0,0.2,0.111,1.0,2.8,3.7,0.3,0.3,0.5,1.0,0.0,2.7,0.3,1.7,-2.5,0,0,5,"2740,1610612744",2011
22,22,1712,Antawn Jamison,1610612739,CLE,36.0,65,20,45,0.308,33.1,6.5,16.1,0.403,1.4,4.1,0.341,2.8,4.2,0.683,1.9,4.4,6.3,2.0,1.4,0.8,0.7,0.8,2.5,3.2,17.2,-4.6,7,0,5,"1712,1610612739",2011
23,23,1853,Anthony Carter,1610612761,TOR,37.0,24,5,19,0.208,8.7,0.7,2.2,0.321,0.2,0.7,0.294,0.3,0.4,0.8,0.2,1.2,1.4,1.4,0.7,0.3,0.2,0.0,0.8,0.5,2.0,-2.1,0,0,5,"1853,1610612761",2011
24,24,201627,Anthony Morrow,1610612751,NJN,26.0,62,20,42,0.323,26.4,4.4,10.6,0.413,1.7,4.6,0.371,1.6,1.7,0.933,0.5,1.5,2.0,1.0,1.1,0.7,0.1,0.4,1.4,1.6,12.0,-1.5,0,0,5,"201627,1610612751",2011
25,25,1515,Anthony Parker,1610612739,CLE,37.0,51,15,36,0.294,25.1,2.8,6.4,0.433,1.0,2.7,0.362,0.7,1.1,0.625,0.2,2.5,2.7,2.4,1.0,0.7,0.1,0.1,1.3,1.4,7.2,-4.6,0,0,5,"1515,1610612739",2011
26,26,201576,Anthony Randolph,1610612750,MIN,22.0,34,10,24,0.294,15.2,2.8,5.9,0.47,0.0,0.0,0.0,1.9,2.5,0.762,1.2,2.4,3.6,0.6,1.2,0.4,1.0,0.5,1.6,1.8,7.4,-1.1,2,0,5,"201576,1610612750",2011
27,27,201229,Anthony Tolliver,1610612750,MIN,27.0,51,17,34,0.333,17.3,1.4,3.6,0.39,0.5,2.0,0.248,0.8,1.1,0.745,1.0,2.0,3.0,0.4,0.7,0.4,0.4,0.2,1.7,1.2,4.1,-0.7,1,0,5,"201229,1610612750",2011
28,28,202356,Armon Johnson,1610612751,NJN,23.0,9,2,7,0.222,13.8,2.2,4.8,0.465,0.1,0.3,0.333,0.7,0.7,1.0,0.1,1.3,1.4,1.2,0.7,0.6,0.0,0.4,1.0,0.7,5.2,-1.9,0,0,5,"202356,1610612751",2011
29,29,201167,Arron Afflalo,1610612743,DEN,26.0,62,36,26,0.581,33.7,5.3,11.3,0.471,1.4,3.6,0.398,3.2,4.0,0.798,0.6,2.5,3.2,2.4,1.4,0.6,0.2,1.0,2.2,2.4,15.2,0.5,1,0,5,"201167,1610612743",2011
30,30,201948,Austin Daye,1610612765,DET,24.0,41,14,27,0.341,14.7,1.8,5.5,0.322,0.3,1.5,0.21,0.9,1.0,0.814,0.3,1.9,2.2,0.8,1.0,0.5,0.5,0.3,1.5,0.8,4.7,-3.5,0,0,5,"201948,1610612765",2011
31,31,202340,Avery Bradley,1610612738,BOS,21.0,64,39,25,0.609,21.4,3.1,6.3,0.498,0.3,0.8,0.407,1.0,1.2,0.795,0.5,1.3,1.8,1.4,1.2,0.7,0.2,0.5,1.7,1.3,7.6,1.5,0,0,5,"202340,1610612738",2011
32,32,1884,Baron Davis,1610612752,NYK,33.0,29,16,13,0.552,20.5,2.3,6.3,0.37,0.9,2.9,0.306,0.6,0.8,0.667,0.4,1.5,1.9,4.7,2.6,1.2,0.1,0.3,2.1,0.9,6.1,1.4,1,0,5,"1884,1610612752",2011
33,33,2732,Ben Gordon,1610612765,DET,29.0,52,20,32,0.385,26.9,4.5,10.2,0.442,1.2,2.8,0.429,2.3,2.6,0.86,0.3,2.1,2.3,2.4,2.2,0.7,0.2,0.6,2.2,2.1,12.5,-3.6,0,0,5,"2732,1610612765",2011
34,34,202386,Ben Uzoh,1610612761,TOR,24.0,18,7,11,0.389,20.5,1.9,5.5,0.354,0.0,0.1,0.0,0.6,1.1,0.579,1.1,2.7,3.7,3.4,1.1,0.9,0.2,0.8,1.7,1.3,4.5,0.6,1,1,5,"202386,1610612761",2011
35,35,1112,Ben Wallace,1610612765,DET,37.0,62,24,38,0.387,15.8,0.5,1.4,0.395,0.0,0.1,0.25,0.3,0.8,0.34,1.3,3.0,4.3,0.7,0.5,0.8,0.8,0.1,1.0,1.0,1.4,-1.7,0,0,5,"1112,1610612765",2011
36,36,2757,Beno Udrih,1610612749,MIL,29.0,59,28,31,0.475,18.3,2.5,5.6,0.44,0.3,1.0,0.288,0.7,0.9,0.709,0.4,1.3,1.7,3.8,1.3,0.6,0.0,0.2,1.2,1.2,5.9,3.6,0,0,5,"2757,1610612749",2011
37,37,202687,Bismack Biyombo,1610612766,CHA,19.0,63,7,56,0.111,23.1,2.0,4.4,0.464,0.0,0.0,0.0,1.1,2.3,0.483,1.8,4.0,5.8,0.4,1.1,0.3,1.8,0.5,2.3,2.0,5.2,-7.3,5,0,5,"202687,1610612766",2011
38,38,201336,Blake Ahearn,1610612762,UTA,28.0,4,3,1,0.75,7.6,1.0,3.5,0.286,0.5,2.3,0.222,0.0,0.0,0.0,0.0,0.5,0.5,0.3,1.3,0.0,0.0,0.0,1.0,0.0,2.5,-3.0,0,0,5,"201336,1610612762",2011
39,39,201933,Blake Griffin,1610612746,LAC,23.0,66,40,26,0.606,36.2,8.5,15.5,0.549,0.0,0.2,0.125,3.7,7.1,0.521,3.3,7.6,10.9,3.2,2.3,0.8,0.7,0.8,3.3,6.9,20.7,5.1,41,0,5,"201933,1610612746",2011
40,40,2250,Bobby Simmons,1610612746,LAC,32.0,28,19,9,0.679,14.9,1.0,3.2,0.311,0.7,2.1,0.333,0.1,0.3,0.571,0.6,1.4,2.0,0.4,0.4,0.5,0.1,0.2,1.5,0.3,2.9,-0.6,0,0,5,"2250,1610612746",2011
41,41,2564,Boris Diaw,1610612759,SAS,30.0,57,23,34,0.404,25.0,2.7,6.2,0.444,0.5,1.7,0.313,0.4,0.6,0.629,1.2,3.7,4.9,3.6,2.0,0.6,0.4,0.3,2.2,0.8,6.4,-3.5,3,0,5,"2564,1610612759",2011
42,42,1802,Brad Miller,1610612750,MIN,36.0,15,3,12,0.2,9.7,0.6,1.8,0.333,0.5,1.0,0.467,0.7,0.8,0.833,0.3,1.0,1.3,1.6,0.8,0.3,0.1,0.1,0.7,1.1,2.3,-0.9,0,0,5,"1802,1610612750",2011
43,43,201148,Brandan Wright,1610612742,DAL,24.0,49,28,21,0.571,16.2,2.9,4.8,0.618,0.0,0.0,0.0,1.1,1.7,0.634,1.3,2.3,3.6,0.3,0.4,0.4,1.3,0.3,1.2,1.3,6.9,0.3,0,0,5,"201148,1610612742",2011
44,44,101138,Brandon Bass,1610612738,BOS,27.0,59,37,22,0.627,31.7,5.1,10.7,0.479,0.0,0.0,0.0,2.2,2.8,0.81,1.6,4.6,6.2,0.9,1.1,0.6,0.9,1.0,2.3,2.2,12.5,2.7,7,0,5,"101138,1610612738",2011
45,45,201943,Brandon Jennings,1610612749,MIL,22.0,66,31,35,0.47,35.3,7.1,17.0,0.418,2.0,5.9,0.332,2.9,3.6,0.808,0.7,2.7,3.4,5.5,2.2,1.6,0.3,0.8,1.7,2.4,19.1,-1.6,6,0,5,"201943,1610612749",2011
46,46,202688,Brandon Knight,1610612765,DET,20.0,66,25,41,0.379,32.2,4.8,11.7,0.415,1.6,4.2,0.38,1.6,2.1,0.759,0.5,2.7,3.2,3.8,2.6,0.7,0.2,0.7,2.3,2.6,12.8,-3.9,3,0,5,"202688,1610612765",2011
47,47,201575,Brandon Rush,1610612744,GSW,26.0,65,23,42,0.354,26.4,3.6,7.2,0.501,1.5,3.4,0.452,1.0,1.3,0.793,0.5,3.4,3.9,1.4,1.0,0.5,0.9,0.4,1.0,1.1,9.8,-1.2,1,0,5,"201575,1610612744",2011
48,48,2217,Brendan Haywood,1610612742,DAL,32.0,54,31,23,0.574,21.2,2.2,4.2,0.518,0.0,0.0,0.0,0.8,1.8,0.469,2.6,3.4,6.0,0.4,0.9,0.4,1.0,0.3,2.2,1.4,5.2,0.4,2,0,5,"2217,1610612742",2011
49,49,2073,Brian Cardinal,1610612742,DAL,35.0,44,24,20,0.545,6.3,0.3,1.3,0.255,0.2,1.1,0.204,0.1,0.1,0.833,0.1,0.7,0.8,0.4,0.2,0.2,0.0,0.0,0.9,0.3,1.0,-1.3,0,0,5,"2073,1610612742",2011
50,50,2567,Brian Cook,1610612764,WAS,31.0,32,17,15,0.531,8.6,1.0,3.1,0.316,0.3,1.6,0.2,0.3,0.3,0.9,0.3,1.7,2.0,0.3,0.3,0.2,0.2,0.1,1.5,0.4,2.5,-0.3,0,0,5,"2567,1610612764",2011
51,51,2243,Brian Scalabrine,1610612741,CHI,34.0,28,22,6,0.786,4.4,0.5,1.1,0.467,0.0,0.3,0.143,0.1,0.2,0.5,0.3,0.5,0.8,0.5,0.3,0.2,0.2,0.1,0.3,0.2,1.1,0.5,0,0,5,"2243,1610612741",2011
52,52,1730,Brian Skinner,1610612763,MEM,36.0,1,0,1,0.0,4.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,0,0,5,"1730,1610612763",2011
53,53,201572,Brook Lopez,1610612751,NJN,24.0,5,2,3,0.4,27.2,7.6,15.4,0.494,0.0,0.0,0.0,4.0,6.4,0.625,1.6,2.0,3.6,1.2,1.2,0.2,0.8,1.6,1.6,4.6,19.2,-5.4,0,0,5,"201572,1610612751",2011
54,54,201957,Byron Mullens,1610612766,CHA,23.0,65,7,58,0.108,22.5,3.9,9.1,0.425,0.2,0.8,0.235,1.4,1.7,0.821,1.5,3.6,5.0,0.9,1.1,0.3,0.8,0.5,2.1,1.2,9.3,-5.6,6,0,5,"201957,1610612766",2011
55,55,101139,CJ Miles,1610612762,UTA,25.0,56,28,28,0.5,20.4,3.2,8.3,0.381,0.8,2.7,0.307,1.9,2.4,0.794,0.5,1.6,2.1,1.2,0.9,0.8,0.3,0.4,2.2,1.6,9.1,0.4,0,0,5,"101139,1610612762",2011
56,56,201228,CJ Watson,1610612741,CHI,28.0,49,36,13,0.735,23.7,3.3,8.9,0.368,1.4,3.5,0.393,1.7,2.1,0.808,0.4,1.7,2.1,4.1,2.0,0.9,0.2,0.4,2.1,2.4,9.7,0.8,1,0,5,"201228,1610612741",2011
57,57,201171,Carl Landry,1610612740,NOH,28.0,41,13,28,0.317,24.4,4.4,8.8,0.503,0.0,0.1,0.0,3.6,4.5,0.799,1.9,3.3,5.2,0.9,1.6,0.3,0.3,1.0,2.2,3.6,12.5,-1.7,6,0,5,"201171,1610612740",2011
58,58,201291,Carldell Johnson,1610612740,NOH,29.0,15,3,12,0.2,7.9,0.7,2.3,0.314,0.3,1.0,0.267,0.1,0.2,0.333,0.1,0.5,0.6,1.5,0.5,0.5,0.0,0.2,0.7,0.4,1.8,0.7,0,0,5,"201291,1610612740",2011
