,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,lessthan5ft_FGM,lessthan5ft_FGA,lessthan5ft_FG_PCT,5_9ft_FGM,5_9ft_FGA,5_9ft_FG_PCT,10_14ft_FGM,10_14ft_FGA,10_14ft_FG_PCT,15_19ft_FGM,15_19ft_FGA,15_19ft_FG_PCT,20_24ft_FGM,20_24ft_FGA,20_24ft_FG_PCT,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,NET_RATING,USG_PCT,TS_PCT,B2B_COUNT,3GMS_IN_4DAYS,4GMS_IN_5DAYS,PACE,PIE
0,201166,Aaron Brooks,1610612745,HOU,24.0,80,52,28,0.65,25.0,4.0,9.8,0.404,1.4,3.9,0.366,1.9,2.2,0.866,0.4,1.6,2.0,3.0,1.6,0.6,0.1,0.7,1.9,1.9,11.2,2.1,2008,0.605,0.395,0.454,0.132,0.379,0.119,0.167,0.125,0.322,0.202,0.798,0.664,0.336,0.367,0.633,1.3,2.9,0.465,0.4,1.1,0.345,0.3,0.8,0.403,0.3,0.6,0.4,1.0,2.2,0.443,7.0,12.8,0.549,72,161,4.2,0.231,0.521,20,24,3,91.59,0.085
1,201189,Aaron Gray,1610612741,CHI,24.0,56,26,30,0.464,12.8,1.4,3.0,0.485,0.0,0.0,0.0,0.6,1.1,0.576,1.5,2.4,3.9,0.8,0.7,0.3,0.3,0.4,2.4,0.9,3.5,-1.0,2008,0.994,0.006,0.827,0.031,0.0,0.01,0.173,0.122,0.796,0.407,0.593,0.0,0.0,0.407,0.593,1.1,2.0,0.54,0.4,0.8,0.447,0.1,0.3,0.231,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.9,0.57,84,270,-5.3,0.142,0.508,22,24,2,97.5,0.066
2,201151,Acie Law,1610612737,ATL,24.0,55,33,22,0.6,10.2,0.9,2.5,0.374,0.2,0.5,0.31,0.9,1.1,0.817,0.1,0.9,1.1,1.6,0.5,0.2,0.1,0.4,0.8,0.9,2.9,0.0,2008,0.791,0.209,0.531,0.123,0.167,0.185,0.302,0.179,0.407,0.14,0.86,0.778,0.222,0.25,0.75,0.5,1.0,0.556,0.0,0.1,0.286,0.0,0.2,0.2,0.1,0.6,0.167,0.2,0.5,0.444,3.5,6.1,0.58,75,202,1.2,0.164,0.49,22,23,3,92.37,0.089
3,200747,Adam Morrison,1610612747,LAL,24.0,52,23,29,0.442,13.7,1.5,4.3,0.359,0.6,1.8,0.333,0.3,0.4,0.739,0.3,1.2,1.5,0.8,0.6,0.2,0.1,0.2,1.5,0.5,4.0,-2.1,2008,0.57,0.43,0.459,0.297,0.459,0.033,0.081,0.215,0.163,0.521,0.479,0.938,0.063,0.688,0.313,0.1,0.3,0.353,0.1,0.4,0.353,0.2,0.4,0.5,0.4,1.0,0.385,0.4,1.2,0.35,4.8,8.2,0.581,80,205,-7.4,0.177,0.448,19,29,1,91.41,0.036
4,1502,Adonal Foyle,1610612753,ORL,34.0,10,6,4,0.6,6.2,0.7,1.1,0.636,0.0,0.0,0.0,0.3,0.6,0.5,0.9,1.7,2.6,0.1,0.3,0.0,0.8,0.0,0.5,0.2,1.7,-1.0,2008,1.0,0.0,0.824,0.0,0.0,0.0,0.176,0.118,0.824,0.429,0.571,0.0,0.0,0.429,0.571,0.5,0.7,0.714,0.2,0.3,0.5,0.1,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,1.4,3.7,0.378,82,270,-3.7,0.12,0.623,16,20,2,97.64,0.152
5,1733,Al Harrington,1610612752,NYK,29.0,73,27,46,0.37,34.9,7.3,16.6,0.439,2.3,6.4,0.364,3.2,4.0,0.793,1.4,4.9,6.2,1.4,2.2,1.2,0.3,1.1,3.1,3.6,20.1,-1.0,2008,0.612,0.388,0.491,0.131,0.349,0.103,0.159,0.178,0.361,0.313,0.687,0.906,0.094,0.504,0.496,3.1,5.6,0.563,0.4,0.9,0.418,0.4,1.2,0.345,0.8,1.8,0.407,1.6,4.1,0.395,13.3,21.1,0.628,81,250,-1.9,0.256,0.547,18,24,3,98.93,0.101
6,201143,Al Horford,1610612737,ATL,23.0,67,41,26,0.612,33.5,4.7,8.9,0.525,0.0,0.0,0.0,2.2,3.1,0.727,2.2,7.1,9.3,2.4,1.5,0.8,1.4,0.4,2.8,2.5,11.5,0.2,2008,0.998,0.002,0.807,0.212,0.0,0.094,0.193,0.155,0.595,0.663,0.337,0.0,0.0,0.663,0.337,2.4,3.5,0.679,0.8,1.9,0.431,0.6,1.4,0.409,0.8,1.9,0.421,0.1,0.1,0.571,11.2,19.0,0.591,82,245,0.9,0.168,0.565,22,23,3,90.71,0.125
7,2744,Al Jefferson,1610612750,MIN,24.0,50,17,33,0.34,36.7,9.7,19.5,0.497,0.0,0.1,0.0,3.7,5.0,0.738,3.4,7.5,11.0,1.6,1.8,0.8,1.7,1.7,2.8,3.9,23.1,-2.1,2008,0.996,0.004,0.839,0.228,0.0,0.016,0.161,0.109,0.611,0.522,0.478,0.0,0.0,0.522,0.478,5.0,8.3,0.606,2.1,4.6,0.45,1.5,3.4,0.433,1.0,2.9,0.361,0.1,0.2,0.364,12.1,20.0,0.608,82,265,-4.6,0.288,0.532,22,22,1,93.8,0.156
8,201154,Al Thornton,1610612746,LAC,25.0,71,16,55,0.225,37.4,6.6,14.8,0.446,0.3,1.1,0.253,3.3,4.4,0.754,1.7,3.5,5.2,1.5,1.8,0.8,0.9,1.0,3.2,3.8,16.8,-8.0,2008,0.925,0.075,0.752,0.278,0.05,0.132,0.198,0.154,0.474,0.572,0.428,0.9,0.1,0.586,0.414,3.3,5.7,0.588,0.5,1.2,0.435,0.5,1.6,0.336,1.4,3.8,0.356,0.7,1.8,0.369,13.9,23.7,0.586,80,220,-10.6,0.228,0.502,21,31,3,93.91,0.073
9,201169,Alando Tucker,1610612756,PHX,25.0,30,15,15,0.5,9.4,1.7,4.0,0.43,0.3,0.8,0.348,0.9,1.1,0.788,0.6,0.4,1.0,0.4,0.5,0.2,0.0,0.3,0.5,0.9,4.6,0.6,2008,0.81,0.19,0.638,0.101,0.174,0.333,0.188,0.239,0.536,0.614,0.386,0.875,0.125,0.654,0.346,1.1,1.8,0.604,0.1,0.6,0.188,0.2,0.4,0.4,0.2,0.5,0.357,0.1,0.6,0.25,3.1,5.2,0.599,78,205,2.1,0.216,0.509,19,26,3,99.63,0.072
10,101165,Alex Acker,1610612746,LAC,26.0,25,4,21,0.16,8.0,1.2,3.0,0.395,0.3,0.8,0.35,0.2,0.4,0.5,0.3,0.6,1.0,0.5,0.3,0.2,0.2,0.1,0.4,0.4,2.9,0.0,2008,0.737,0.263,0.639,0.444,0.292,0.097,0.069,0.167,0.194,0.478,0.522,0.714,0.286,0.533,0.467,0.2,0.7,0.333,0.1,0.2,0.25,0.2,0.4,0.5,0.2,0.6,0.385,0.6,1.5,0.414,3.1,5.2,0.597,77,185,1.8,0.203,0.448,21,31,3,94.97,0.06
11,201582,Alexis Ajinca,1610612766,CHA,21.0,31,11,20,0.355,5.9,0.8,2.2,0.362,0.0,0.1,0.0,0.6,0.9,0.714,0.3,0.7,1.0,0.1,0.4,0.2,0.2,0.2,1.1,0.6,2.3,0.2,2008,0.971,0.029,0.714,0.457,0.0,0.0,0.286,0.186,0.257,0.72,0.28,0.0,0.0,0.72,0.28,0.2,0.5,0.357,0.2,0.5,0.444,0.1,0.5,0.3,0.3,0.8,0.364,0.2,0.5,0.417,1.6,2.8,0.568,84,220,2.6,0.25,0.43,21,23,2,88.88,0.023
12,947,Allen Iverson,1610612765,DET,34.0,57,25,32,0.439,36.7,6.1,14.6,0.417,0.5,1.7,0.283,4.8,6.1,0.781,0.5,2.5,3.0,5.0,2.6,1.5,0.1,0.7,1.5,5.5,17.5,-0.8,2008,0.881,0.119,0.643,0.322,0.084,0.122,0.272,0.161,0.322,0.256,0.744,0.929,0.071,0.31,0.69,2.3,4.4,0.518,0.4,0.9,0.385,0.9,1.9,0.45,1.8,4.5,0.397,0.5,1.8,0.262,11.5,19.7,0.582,72,180,-1.6,0.261,0.504,16,19,3,89.77,0.111
13,2405,Amar'e Stoudemire,1610612756,PHX,26.0,53,30,23,0.566,36.8,7.6,14.1,0.539,0.1,0.1,0.429,6.1,7.3,0.835,2.2,5.9,8.1,2.0,2.8,0.9,1.1,1.1,3.1,5.5,21.4,2.2,2008,0.991,0.009,0.707,0.206,0.008,0.064,0.285,0.141,0.501,0.571,0.429,0.667,0.333,0.572,0.428,4.3,6.7,0.645,1.1,2.3,0.452,0.3,0.9,0.362,1.6,3.6,0.446,0.2,0.4,0.565,10.8,18.2,0.595,82,249,3.3,0.248,0.617,19,26,3,97.2,0.136
14,101161,Amir Johnson,1610612765,DET,22.0,62,27,35,0.435,14.7,1.6,2.6,0.595,0.0,0.0,0.0,0.4,0.6,0.657,1.6,2.1,3.7,0.3,0.5,0.3,1.0,0.3,2.8,0.9,3.5,1.1,2008,1.0,0.0,0.894,0.101,0.0,0.129,0.106,0.226,0.793,0.577,0.423,0.0,0.0,0.577,0.423,1.2,1.8,0.673,0.2,0.4,0.458,0.0,0.1,0.333,0.1,0.3,0.389,0.0,0.1,0.4,3.9,7.2,0.546,81,210,5.6,0.111,0.608,16,19,3,88.43,0.069
15,2760,Anderson Varejao,1610612739,CLE,26.0,81,65,16,0.802,28.5,3.3,6.2,0.536,0.0,0.0,0.0,1.9,3.1,0.616,2.0,5.1,7.2,1.0,1.0,0.9,0.8,0.4,3.0,3.0,8.6,5.4,2008,0.996,0.004,0.778,0.153,0.0,0.073,0.222,0.157,0.625,0.785,0.215,0.0,0.0,0.785,0.215,2.4,3.5,0.688,0.2,0.7,0.317,0.2,0.6,0.333,0.5,1.3,0.38,0.0,0.1,0.143,9.7,16.7,0.579,83,260,10.7,0.142,0.565,19,24,3,91.35,0.1
16,101154,Andray Blatche,1610612764,WAS,22.0,71,17,54,0.239,24.0,4.2,8.9,0.471,0.1,0.3,0.238,1.6,2.3,0.704,1.8,3.5,5.3,1.7,1.6,0.7,1.0,0.8,3.0,1.9,10.0,-2.8,2008,0.967,0.033,0.819,0.219,0.021,0.074,0.16,0.154,0.6,0.5,0.5,0.6,0.4,0.502,0.498,2.5,4.2,0.6,0.4,1.1,0.365,0.4,1.0,0.362,0.8,2.1,0.369,0.1,0.4,0.37,8.3,13.9,0.599,83,248,-6.7,0.221,0.508,18,24,4,92.76,0.09
17,2810,Andre Brown,1610612766,CHA,28.0,4,2,2,0.5,10.3,0.3,1.8,0.143,0.0,0.0,0.0,0.5,0.5,1.0,1.8,1.3,3.0,0.3,1.3,0.3,0.0,0.3,2.3,0.5,1.0,-1.3,2008,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.3,1.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,3.3,6.3,0.52,81,245,-7.9,0.141,0.254,21,23,2,91.53,-0.045
18,2738,Andre Iguodala,1610612755,PHI,25.0,82,41,41,0.5,39.9,6.6,14.0,0.473,1.0,3.2,0.307,4.6,6.4,0.724,1.1,4.6,5.7,5.3,2.7,1.6,0.4,0.5,1.9,4.8,18.8,1.5,2008,0.772,0.228,0.6,0.192,0.156,0.254,0.245,0.239,0.408,0.491,0.509,0.65,0.35,0.515,0.485,3.6,5.1,0.714,0.2,0.6,0.271,0.2,0.6,0.302,1.2,3.2,0.37,0.8,2.4,0.35,13.1,23.2,0.565,78,207,1.5,0.224,0.56,21,28,2,92.33,0.135
19,1889,Andre Miller,1610612755,PHI,33.0,82,41,41,0.5,36.3,6.0,12.7,0.473,0.2,0.6,0.283,4.1,5.0,0.826,1.5,3.0,4.5,6.5,2.4,1.3,0.2,1.0,2.4,3.7,16.3,1.4,2008,0.949,0.051,0.714,0.269,0.034,0.188,0.253,0.146,0.444,0.291,0.709,0.6,0.4,0.301,0.699,3.2,5.5,0.579,0.4,1.1,0.359,0.8,2.1,0.386,1.3,3.0,0.426,0.3,0.6,0.404,11.9,20.7,0.575,74,200,1.1,0.218,0.548,21,28,2,92.08,0.131
20,200745,Andrea Bargnani,1610612761,TOR,23.0,78,30,48,0.385,31.5,5.5,12.3,0.45,1.5,3.7,0.409,2.8,3.4,0.831,0.9,4.4,5.3,1.2,1.7,0.4,1.2,0.5,3.1,3.2,15.4,-3.2,2008,0.696,0.304,0.519,0.228,0.297,0.068,0.184,0.126,0.291,0.692,0.308,0.975,0.025,0.77,0.23,1.7,2.9,0.576,0.4,1.1,0.393,0.4,1.1,0.365,1.0,2.4,0.419,1.1,2.5,0.43,11.6,19.0,0.614,84,250,-4.9,0.229,0.559,17,27,2,94.25,0.09
21,1905,Andrei Kirilenko,1610612762,UTA,28.0,67,42,25,0.627,27.3,3.8,8.5,0.449,0.3,1.1,0.274,3.6,4.6,0.785,1.3,3.5,4.8,2.6,1.8,1.2,1.1,0.6,1.9,3.6,11.6,3.9,2008,0.872,0.128,0.608,0.186,0.077,0.147,0.314,0.192,0.423,0.75,0.25,1.0,0.0,0.77,0.23,2.3,4.0,0.584,0.1,0.6,0.154,0.0,0.2,0.25,0.5,1.3,0.407,0.7,1.9,0.375,9.3,16.3,0.569,81,225,7.0,0.203,0.549,21,24,4,95.92,0.121
22,2804,Andres Nocioni,1610612758,SAC,29.0,76,27,49,0.355,26.2,3.9,9.2,0.427,1.6,4.1,0.399,1.9,2.4,0.792,0.7,4.0,4.8,1.3,1.5,0.5,0.4,0.5,3.4,2.2,11.4,0.0,2008,0.556,0.444,0.404,0.12,0.429,0.114,0.167,0.112,0.284,0.577,0.423,0.984,0.016,0.746,0.254,1.4,2.5,0.551,0.3,0.6,0.442,0.1,0.3,0.231,0.4,1.3,0.326,1.1,2.6,0.407,10.2,17.0,0.601,79,225,-0.3,0.201,0.555,22,32,4,96.13,0.079
23,101106,Andrew Bogut,1610612749,MIL,24.0,36,19,17,0.528,31.2,5.1,8.8,0.577,0.0,0.0,0.0,1.6,2.7,0.571,3.3,7.0,10.3,2.0,2.4,0.6,1.0,0.7,3.6,3.9,11.7,2.5,2008,1.0,0.0,0.867,0.062,0.0,0.05,0.133,0.18,0.806,0.574,0.426,0.0,0.0,0.574,0.426,3.7,5.7,0.652,1.1,2.3,0.476,0.2,0.5,0.389,0.1,0.3,0.3,0.0,0.0,0.0,9.6,16.9,0.565,84,260,4.4,0.181,0.586,22,27,4,92.56,0.136
