,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,lessthan5ft_FGM,lessthan5ft_FGA,lessthan5ft_FG_PCT,5_9ft_FGM,5_9ft_FGA,5_9ft_FG_PCT,10_14ft_FGM,10_14ft_FGA,10_14ft_FG_PCT,15_19ft_FGM,15_19ft_FGA,15_19ft_FG_PCT,20_24ft_FGM,20_24ft_FGA,20_24ft_FG_PCT,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,NET_RATING,USG_PCT,TS_PCT,B2B_COUNT,3GMS_IN_4DAYS,4GMS_IN_5DAYS,PACE,PIE
0,243,Aaron McKie,1610612755,PHI,31.0,75,30,45,0.4,28.2,3.5,7.7,0.459,1.0,2.3,0.436,1.1,1.5,0.757,0.6,2.8,3.4,2.6,1.4,1.1,0.3,0.7,1.9,0.0,9.2,-0.6,2003,0.702,0.298,0.552,0.25,0.327,0.189,0.122,0.194,0.302,0.547,0.453,0.973,0.027,0.668,0.332,1.1,1.9,0.576,0.2,0.5,0.39,0.4,1.0,0.416,0.6,1.6,0.373,1.0,2.0,0.503,8.1,14.2,0.569,77,209,-1.7,0.163,0.55,19,20,1,89.84,0.106
1,1425,Aaron Williams,1610612751,NJN,32.0,72,39,33,0.542,18.6,2.4,4.8,0.503,0.0,0.0,0.333,1.5,2.2,0.677,1.4,2.7,4.1,1.1,1.2,0.5,0.6,0.3,2.6,0.0,6.3,-0.7,2003,0.991,0.009,0.76,0.133,0.007,0.04,0.233,0.162,0.627,0.778,0.222,1.0,0.0,0.779,0.221,1.6,2.4,0.653,0.3,1.0,0.278,0.1,0.4,0.357,0.4,0.8,0.441,0.0,0.1,0.0,5.2,9.2,0.563,81,240,-2.7,0.175,0.549,20,25,3,91.67,0.089
2,1502,Adonal Foyle,1610612744,GSW,29.0,44,21,23,0.477,13.1,1.3,3.0,0.454,0.0,0.0,0.0,0.4,0.8,0.543,1.2,2.6,3.8,0.4,0.5,0.1,1.0,0.3,1.5,0.0,3.1,-1.9,2003,1.0,0.0,0.861,0.073,0.0,0.044,0.139,0.197,0.788,0.644,0.356,0.0,0.0,0.644,0.356,1.0,1.8,0.564,0.3,0.7,0.393,0.1,0.2,0.222,0.0,0.3,0.071,0.0,0.0,1.0,4.8,8.2,0.593,82,265,-5.2,0.135,0.471,22,27,4,90.84,0.083
3,1559,Adrian Griffin,1610612745,HOU,29.0,19,13,6,0.684,6.4,0.3,0.9,0.278,0.1,0.1,0.5,0.0,0.2,0.0,0.1,0.9,1.0,0.5,0.2,0.4,0.1,0.0,0.9,0.0,0.6,-2.4,2003,0.889,0.111,0.727,0.182,0.273,0.182,0.0,0.364,0.545,0.75,0.25,0.0,1.0,0.6,0.4,0.1,0.2,0.667,0.0,0.1,0.0,0.1,0.2,0.333,0.1,0.6,0.125,0.0,0.1,0.0,1.7,3.8,0.452,77,230,-8.4,0.093,0.278,19,27,4,92.25,0.028
4,1733,Al Harrington,1610612754,IND,24.0,79,58,21,0.734,30.9,5.3,11.5,0.463,0.3,1.0,0.273,2.3,3.2,0.734,2.1,4.4,6.4,1.7,2.1,1.0,0.3,1.0,3.2,0.0,13.3,0.9,2003,0.915,0.085,0.763,0.355,0.06,0.103,0.177,0.167,0.408,0.585,0.415,0.905,0.095,0.601,0.399,2.3,4.2,0.547,0.3,1.2,0.297,0.9,2.0,0.453,1.3,2.8,0.466,0.4,0.9,0.397,9.0,15.9,0.568,81,250,1.8,0.231,0.514,22,25,5,89.05,0.105
5,673,Alan Henderson,1610612737,ATL,31.0,6,2,4,0.333,11.3,1.7,3.5,0.476,0.0,0.0,0.0,0.7,1.0,0.667,1.8,1.7,3.5,0.3,0.5,0.2,0.3,0.3,0.2,0.0,4.0,-4.8,2003,1.0,0.0,0.833,0.333,0.0,0.0,0.167,0.083,0.5,0.6,0.4,0.0,0.0,0.6,0.4,1.0,1.7,0.6,0.0,0.8,0.0,0.4,0.8,0.5,0.3,0.5,0.667,0.0,0.0,0.0,3.7,5.7,0.647,81,240,-19.6,0.188,0.508,21,19,4,89.49,0.13
6,2682,Alex Garcia,1610612759,SAS,24.0,2,2,0,1.0,6.3,0.5,3.5,0.143,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,1.5,1.5,2003,1.0,0.0,0.667,0.667,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1.5,0.667,75,195,11.9,0.282,0.19,19,24,1,92.61,-0.133
7,275,Allan Houston,1610612752,NYK,33.0,50,24,26,0.48,35.9,6.8,15.6,0.435,1.7,4.0,0.431,3.1,3.4,0.913,0.4,2.0,2.4,2.0,2.0,0.8,0.0,0.6,2.1,0.0,18.5,-0.6,2003,0.741,0.259,0.548,0.472,0.282,0.049,0.17,0.142,0.076,0.522,0.478,0.954,0.046,0.632,0.368,0.2,0.7,0.286,0.5,1.1,0.444,1.3,2.7,0.474,2.4,5.4,0.446,1.9,4.2,0.462,9.1,17.4,0.525,78,200,-0.1,0.25,0.539,20,21,2,92.4,0.09
8,947,Allen Iverson,1610612755,PHI,29.0,48,19,29,0.396,42.6,9.1,23.4,0.387,1.2,4.1,0.286,7.1,9.5,0.745,0.7,3.0,3.7,6.8,4.4,2.4,0.1,1.4,1.8,0.0,26.4,-1.9,2003,0.823,0.177,0.597,0.259,0.135,0.227,0.268,0.216,0.338,0.339,0.661,0.649,0.351,0.379,0.621,3.6,7.2,0.507,0.7,2.0,0.368,0.7,2.1,0.314,2.3,6.5,0.35,1.0,3.0,0.338,13.6,23.9,0.57,72,165,-2.1,0.343,0.478,19,20,1,93.18,0.127
9,297,Alonzo Mourning,1610612751,NJN,34.0,12,5,7,0.417,18.0,2.8,5.9,0.465,0.0,0.0,0.0,2.5,2.8,0.882,0.7,1.6,2.3,0.7,0.8,0.2,0.5,0.7,2.7,0.1,8.0,-1.9,2003,1.0,0.0,0.688,0.146,0.0,0.073,0.313,0.229,0.542,0.667,0.333,0.0,0.0,0.667,0.333,1.5,2.3,0.643,0.7,1.2,0.571,0.3,0.8,0.3,0.3,1.4,0.176,0.1,0.2,0.5,4.9,10.3,0.48,82,261,-5.0,0.21,0.558,20,25,3,91.42,0.088
