,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,lessthan5ft_FGM,lessthan5ft_FGA,lessthan5ft_FG_PCT,5_9ft_FGM,5_9ft_FGA,5_9ft_FG_PCT,10_14ft_FGM,10_14ft_FGA,10_14ft_FG_PCT,15_19ft_FGM,15_19ft_FGA,15_19ft_FG_PCT,20_24ft_FGM,20_24ft_FGA,20_24ft_FG_PCT,SEASON
0,2062,A.J. Guyton,1610612741,CHI,24.0,0.3,0.6,0.556,0.1,0.3,0.273,0.1,0.2,0.556,0.2,0.9,0.2,0.7,2.1,0.348,2001
1,243,Aaron McKie,1610612755,PHI,29.0,1.3,2.1,0.62,0.4,0.9,0.463,0.6,1.6,0.387,0.8,2.3,0.357,1.1,2.0,0.585,2001
2,1425,Aaron Williams,1610612751,NJN,30.0,1.8,2.9,0.623,0.6,1.4,0.404,0.3,0.7,0.426,0.2,0.4,0.438,0.0,0.0,1.0,2001
3,1502,Adonal Foyle,1610612744,GSW,27.0,1.3,2.6,0.493,0.7,1.8,0.384,0.1,0.4,0.333,0.1,0.2,0.571,0.0,0.0,0.0,2001
4,1559,Adrian Griffin,1610612742,DAL,27.0,1.5,2.2,0.677,0.3,0.7,0.429,0.4,0.7,0.5,0.6,1.4,0.413,0.4,1.0,0.373,2001
5,1733,Al Harrington,1610612754,IND,22.0,2.3,4.0,0.569,1.0,2.0,0.511,0.9,2.4,0.374,0.9,2.3,0.369,0.2,0.2,0.7,2001
6,673,Alan Henderson,1610612737,ATL,29.0,1.9,3.0,0.62,0.2,0.7,0.222,0.1,0.5,0.143,0.1,0.2,0.75,0.0,0.0,0.0,2001
7,275,Allan Houston,1610612752,NYK,31.0,0.6,1.7,0.382,0.5,1.1,0.494,1.2,2.6,0.461,2.2,4.8,0.466,1.9,4.5,0.428,2001
8,947,Allen Iverson,1610612755,PHI,27.0,3.9,7.0,0.555,1.0,2.7,0.379,1.1,3.9,0.281,3.3,8.3,0.394,1.1,2.7,0.391,2001
9,297,Alonzo Mourning,1610612748,MIA,32.0,3.4,5.0,0.686,0.9,2.3,0.393,0.7,1.9,0.356,0.9,2.2,0.405,0.0,0.1,0.5,2001
10,2228,Alton Ford,1610612756,PHX,21.0,0.8,1.3,0.586,0.2,0.6,0.435,0.2,0.4,0.412,0.1,0.1,0.429,0.0,0.0,0.0,2001
11,2264,Alvin Jones,1610612755,PHI,23.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,0.5,0.0,0.0,0.0,2001
12,1541,Alvin Williams,1610612761,TOR,27.0,1.2,2.4,0.508,0.4,0.8,0.507,0.5,1.1,0.418,1.3,3.5,0.384,1.2,3.0,0.421,2001
13,1043,Amal McCaskill,1610612759,SAS,28.0,0.4,0.9,0.522,0.2,0.5,0.4,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.0,0.0,2001
14,1889,Andre Miller,1610612739,CLE,26.0,2.0,3.7,0.551,0.9,2.0,0.418,1.2,2.7,0.455,1.2,3.0,0.417,0.3,0.7,0.404,2001
15,1905,Andrei Kirilenko,1610612762,UTA,21.0,2.8,4.7,0.584,0.1,0.4,0.219,0.1,0.4,0.152,0.2,0.7,0.246,0.3,1.1,0.301,2001
16,692,Andrew DeClercq,1610612753,ORL,29.0,0.8,1.7,0.49,0.2,0.4,0.381,0.1,0.3,0.286,0.1,0.2,0.333,0.0,0.0,1.0,2001
17,358,Anfernee Hardaway,1610612756,PHX,30.0,1.9,3.5,0.53,0.8,1.9,0.412,0.6,1.6,0.369,1.0,2.8,0.376,0.5,1.4,0.316,2001
18,1738,Ansu Sesay,1610612760,SEA,25.0,1.0,1.7,0.6,0.1,0.4,0.25,0.4,0.7,0.667,0.9,2.1,0.421,0.0,0.0,0.0,2001
19,1712,Antawn Jamison,1610612744,GSW,26.0,3.7,5.9,0.632,1.4,3.6,0.377,0.5,1.3,0.381,0.7,2.4,0.288,0.9,2.3,0.395,2001
20,1853,Anthony Carter,1610612748,MIA,27.0,0.7,1.2,0.566,0.1,0.5,0.208,0.2,0.6,0.269,0.9,2.2,0.392,0.1,0.9,0.146,2001
21,1533,Anthony Johnson,1610612751,NJN,27.0,0.4,0.8,0.538,0.2,0.3,0.625,0.1,0.3,0.222,0.3,0.9,0.31,0.2,0.4,0.357,2001
22,193,Anthony Mason,1610612749,MIL,35.0,2.0,3.7,0.543,0.9,1.8,0.503,0.7,1.6,0.45,0.2,0.5,0.395,0.0,0.0,0.0,2001
23,324,Anthony Peeler,1610612750,MIN,32.0,0.5,0.9,0.542,0.1,0.3,0.321,0.1,0.5,0.324,1.0,2.3,0.448,1.3,3.1,0.426,2001
24,952,Antoine Walker,1610612738,BOS,25.0,3.7,7.4,0.5,0.7,2.2,0.333,0.4,1.3,0.312,0.5,1.5,0.306,1.3,4.0,0.328,2001
25,1498,Antonio Daniels,1610612759,SAS,27.0,1.5,2.2,0.683,0.3,0.7,0.436,0.3,0.8,0.387,0.4,1.1,0.352,0.6,1.9,0.309,2001
26,213,Antonio Davis,1610612761,TOR,33.0,2.5,4.5,0.545,0.5,1.5,0.319,1.2,3.2,0.386,1.1,3.2,0.354,0.0,0.1,0.25,2001
27,176,Antonio Harvey,1610612760,SEA,31.0,0.6,1.0,0.6,0.0,0.6,0.0,0.0,0.3,0.0,0.2,0.6,0.333,0.0,0.0,0.0,2001
28,686,Antonio McDyess,1610612743,DEN,27.0,2.4,3.5,0.686,0.3,0.5,0.6,0.5,0.9,0.556,1.1,2.4,0.458,0.0,0.2,0.0,2001
29,2238,Antonis Fotsis,1610612763,MEM,21.0,0.8,1.6,0.523,0.1,0.1,0.667,0.0,0.1,0.0,0.2,0.6,0.375,0.2,0.9,0.261,2001
30,1609,Art Long,1610612760,SEA,29.0,1.5,2.5,0.6,0.3,0.8,0.313,0.1,0.4,0.333,0.0,0.2,0.231,0.0,0.0,0.0,2001
