,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,lessthan5ft_FGM,lessthan5ft_FGA,lessthan5ft_FG_PCT,5_9ft_FGM,5_9ft_FGA,5_9ft_FG_PCT,10_14ft_FGM,10_14ft_FGA,10_14ft_FG_PCT,15_19ft_FGM,15_19ft_FGA,15_19ft_FG_PCT,20_24ft_FGM,20_24ft_FGA,20_24ft_FG_PCT,SEASON
0,920,A.C. Green,1610612742,DAL,35.0,0.8,1.5,0.513,0.1,0.2,0.5,0.2,0.6,0.258,1.0,2.4,0.44,0.1,0.4,0.294,1998
1,243,Aaron McKie,1610612755,PHI,26.0,0.4,0.7,0.6,0.1,0.3,0.313,0.1,0.7,0.176,0.8,1.8,0.46,0.4,1.0,0.404,1998
2,1425,Aaron Williams,1610612760,SEA,27.0,1.0,1.8,0.534,0.2,0.7,0.269,0.1,0.3,0.167,0.1,0.2,0.333,0.0,0.1,0.5,1998
3,228,Adam Keefe,1610612762,UTA,29.0,0.9,1.7,0.534,0.1,0.3,0.267,0.1,0.1,0.5,0.2,0.5,0.409,0.0,0.1,0.167,1998
4,1502,Adonal Foyle,1610612744,GSW,24.0,1.1,2.1,0.516,0.1,0.5,0.182,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998
5,1817,Adonis Jordan,1610612749,MIL,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.3,1.0,0.333,1998
6,1733,Al Harrington,1610612754,IND,19.0,0.5,1.2,0.385,0.3,0.7,0.4,0.1,0.8,0.167,0.1,0.1,0.5,0.1,0.2,0.5,1998
7,673,Alan Henderson,1610612737,ATL,26.0,2.8,4.7,0.583,1.0,2.8,0.371,0.8,2.4,0.326,0.3,1.2,0.289,0.0,0.0,0.0,1998
8,275,Allan Houston,1610612752,NYK,28.0,1.4,2.6,0.535,0.3,1.3,0.266,0.9,2.4,0.398,1.6,3.7,0.417,1.3,3.1,0.42,1998
9,947,Allen Iverson,1610612755,PHI,24.0,4.0,6.9,0.574,0.4,1.7,0.21,1.0,2.8,0.368,2.1,5.3,0.397,1.1,2.9,0.364,1998
10,297,Alonzo Mourning,1610612748,MIA,29.0,4.1,6.3,0.647,1.1,2.4,0.45,1.1,2.6,0.405,0.7,2.2,0.333,0.1,0.2,0.375,1998
11,1591,Alvin Sims,1610612756,PHX,24.0,0.8,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1998
12,1541,Alvin Williams,1610612761,TOR,24.0,0.7,1.3,0.493,0.1,0.4,0.333,0.2,0.6,0.367,0.3,0.9,0.348,0.4,1.2,0.323,1998
13,1754,Andrae Patterson,1610612750,MIN,23.0,0.8,1.2,0.683,0.2,0.7,0.263,0.1,0.3,0.25,0.2,0.6,0.278,0.1,0.4,0.3,1998
14,692,Andrew DeClercq,1610612739,CLE,26.0,2.5,4.7,0.541,0.2,0.7,0.355,0.1,0.3,0.4,0.0,0.2,0.2,0.0,0.0,0.0,1998
15,1845,Andrew Gaze,1610612759,SAS,33.0,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.0,0.0,0.1,0.3,0.25,0.3,0.6,0.4,1998
16,457,Andrew Lang,1610612741,CHI,33.0,0.5,1.6,0.333,0.4,1.3,0.321,0.2,0.9,0.211,0.4,0.9,0.421,0.0,0.0,0.0,1998
17,358,Anfernee Hardaway,1610612753,ORL,27.0,3.0,5.2,0.585,0.5,1.5,0.342,0.5,1.5,0.342,0.9,2.4,0.372,0.7,2.4,0.303,1998
18,1712,Antawn Jamison,1610612744,GSW,23.0,2.5,4.3,0.574,0.7,1.8,0.386,0.3,1.1,0.269,0.2,0.8,0.256,0.1,0.2,0.3,1998
