,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,SEASON
0,471,,,,,4.4,7.6,0.581,1996
1,920,A.C. Green,1610612742.0,DAL,33.0,10.1,16.9,0.598,1996
2,243,Aaron McKie,1610612765.0,DET,24.0,5.0,10.4,0.483,1996
3,1425,Aaron Williams,1610612763.0,VAN,25.0,6.7,11.4,0.589,1996
4,768,Acie Earl,1610612749.0,MIL,27.0,4.2,7.2,0.587,1996
5,228,Adam Keefe,1610612762.0,UTA,27.0,4.7,8.2,0.568,1996
6,154,Adrian Caldwell,1610612755.0,PHI,30.0,5.2,9.8,0.535,1996
7,673,Alan Henderson,1610612737.0,ATL,24.0,6.6,11.9,0.559,1996
8,1059,Aleksandar Djordjevic,1610612757.0,POR,29.0,2.5,4.9,0.513,1996
9,275,Allan Houston,1610612752.0,NYK,26.0,9.5,18.2,0.522,1996
10,947,Allen Iverson,1610612755.0,PHI,22.0,18.2,32.6,0.56,1996
11,297,Alonzo Mourning,1610612748.0,MIA,27.0,9.7,19.7,0.495,1996
12,175,Alton Lister,1610612738.0,BOS,38.0,3.7,7.5,0.49,1996
13,1043,Amal McCaskill,1610612753.0,ORL,23.0,2.5,3.6,0.677,1996
14,692,Andrew DeClercq,1610612744.0,GSW,24.0,4.8,8.5,0.565,1996
15,457,Andrew Lang,1610612749.0,MIL,31.0,8.3,14.8,0.559,1996
16,358,Anfernee Hardaway,1610612753.0,ORL,25.0,14.4,25.7,0.561,1996
17,924,Anthony Goldwire,1610612743.0,DEN,25.0,7.3,14.9,0.486,1996
18,193,Anthony Mason,1610612766.0,CHH,30.0,15.8,36.6,0.433,1996
19,292,Anthony Miller,1610612737.0,ATL,25.0,4.0,6.0,0.667,1996
20,324,Anthony Peeler,1610612763.0,VAN,27.0,12.7,23.0,0.55,1996
21,156,Antoine Carr,1610612762.0,UTA,35.0,4.9,9.3,0.528,1996
22,952,Antoine Walker,1610612738.0,BOS,20.0,18.4,33.5,0.549,1996
23,213,Antonio Davis,1610612754.0,IND,28.0,8.2,15.9,0.515,1996
24,176,Antonio Harvey,1610612760.0,SEA,26.0,1.5,4.5,0.333,1996
25,226,Antonio Lang,1610612739.0,CLE,25.0,3.5,6.2,0.559,1996
26,686,Antonio McDyess,1610612743.0,DEN,22.0,13.3,24.4,0.545,1996
27,288,Armen Gilliam,1610612749.0,MIL,33.0,10.6,17.3,0.614,1996
28,717,Arvydas Sabonis,1610612757.0,POR,32.0,8.5,16.8,0.508,1996
29,732,Ashraf Amaya,1610612764.0,WAS,25.0,1.7,2.7,0.612,1996
30,422,Avery Johnson,1610612759.0,SAS,32.0,12.1,21.5,0.565,1996
31,769,B.J. Armstrong,1610612744.0,GSW,29.0,7.7,13.0,0.591,1996
32,989,Ben Davis,1610612756.0,PHX,24.0,2.0,2.6,0.75,1996
33,1112,Ben Wallace,1610612764.0,WAS,22.0,2.0,3.8,0.535,1996
34,104,Benoit Benjamin,1610612761.0,TOR,32.0,4.5,8.8,0.514,1996
35,82,Bill Wennington,1610612741.0,CHI,34.0,4.3,8.1,0.525,1996
36,182,Billy Owens,1610612758.0,SAC,28.0,10.1,17.6,0.576,1996
37,902,Bimbo Coles,1610612744.0,GSW,29.0,8.5,13.5,0.631,1996
38,183,Bison Dele,1610612741.0,CHI,28.0,5.0,8.7,0.577,1996
39,898,Blue Edwards,1610612763.0,VAN,31.0,9.0,16.5,0.55,1996
40,448,Bo Outlaw,1610612746.0,LAC,26.0,9.4,17.7,0.529,1996
41,682,Bob Sura,1610612739.0,CLE,24.0,7.8,13.9,0.565,1996
42,310,Bobby Hurley,1610612758.0,SAC,26.0,4.7,8.4,0.561,1996
43,184,Bobby Phills,1610612739.0,CLE,27.0,9.3,16.5,0.564,1996
44,38,Brad Lohaus,1610612761.0,TOR,32.0,4.0,6.2,0.649,1996
45,699,Brent Barry,1610612746.0,LAC,25.0,6.7,12.4,0.543,1996
46,85,Brent Price,1610612745.0,HOU,28.0,6.3,10.7,0.588,1996
47,1064,Brent Scott,1610612754.0,IND,26.0,1.2,2.2,0.543,1996
48,1136,Brett Szabo,1610612738.0,BOS,29.0,4.5,8.8,0.51,1996
49,967,Brian Evans,1610612753.0,ORL,23.0,1.9,3.1,0.591,1996
50,258,Brian Grant,1610612758.0,SAC,25.0,8.8,14.0,0.623,1996
51,216,Brian Shaw,1610612753.0,ORL,31.0,9.1,15.8,0.576,1996
52,240,Brooks Thompson,1610612743.0,DEN,26.0,6.4,11.1,0.581,1996
53,1477,Bruce Bowen,1610612748.0,MIA,26.0,0.0,0.0,0.0,1996
54,735,Bryant Reeves,1610612763.0,VAN,24.0,15.1,26.0,0.583,1996
55,179,Bryant Stith,1610612743.0,DEN,26.0,12.4,23.4,0.53,1996
56,935,Bryon Russell,1610612762.0,UTA,26.0,9.1,17.1,0.529,1996
57,433,Buck Williams,1610612752.0,NYK,37.0,5.4,10.5,0.513,1996
58,2,Byron Scott,1610612747.0,LAL,36.0,6.1,11.5,0.531,1996
59,384,Calbert Cheaney,1610612764.0,WAS,25.0,10.7,19.4,0.551,1996
60,61,Carl Herrera,1610612759.0,SAS,30.0,8.4,15.4,0.547,1996
61,1063,Carl Thomas,1610612739.0,CLE,27.0,1.2,1.9,0.611,1996
62,435,Carlos Rogers,1610612761.0,TOR,26.0,10.1,17.6,0.577,1996
63,76,Cedric Ceballos,1610612756.0,PHX,27.0,10.6,18.3,0.578,1996
64,787,Charles Barkley,1610612745.0,HOU,34.0,11.8,22.6,0.522,1996
65,279,Charles Jones,1610612745.0,HOU,40.0,3.0,4.9,0.61,1996
66,891,Charles Oakley,1610612752.0,NYK,33.0,10.3,19.5,0.528,1996
67,293,Charles Smith,1610612759.0,SAS,31.0,5.2,10.5,0.497,1996
68,369,Charlie Ward,1610612752.0,NYK,26.0,6.4,12.4,0.513,1996
69,685,Cherokee Parks,1610612750.0,MIN,24.0,4.6,8.7,0.527,1996
70,713,Chris Carr,1610612750.0,MIN,23.0,5.3,10.0,0.533,1996
71,164,Chris Childs,1610612752.0,NYK,29.0,8.9,16.9,0.525,1996
72,201,Chris Dudley,1610612757.0,POR,32.0,6.7,13.0,0.514,1996
73,423,Chris Gatling,1610612751.0,NJN,29.0,9.0,16.0,0.567,1996
74,1137,Chris Jent,1610612752.0,NYK,27.0,1.3,1.7,0.8,1996
75,168,Chris Mills,1610612739.0,CLE,27.0,11.4,20.2,0.564,1996
76,356,Chris Morris,1610612762.0,UTA,31.0,3.8,7.4,0.508,1996
77,904,Chris Mullin,1610612744.0,GSW,33.0,13.6,22.0,0.617,1996
78,997,Chris Robinson,1610612763.0,VAN,23.0,6.9,11.2,0.611,1996
79,185,Chris Webber,1610612764.0,WAS,24.0,13.8,25.8,0.535,1996
80,43,Chris Whitney,1610612764.0,WAS,25.0,4.7,8.9,0.523,1996
81,363,Christian Laettner,1610612737.0,ATL,27.0,11.5,23.0,0.498,1996
82,359,Chucky Brown,1610612749.0,MIL,29.0,4.2,6.8,0.62,1996
83,221,Clar. Weatherspoon,1610612755.0,PHI,26.0,15.0,27.6,0.545,1996
84,361,Clifford Robinson,1610612757.0,POR,30.0,12.3,24.0,0.514,1996
85,32,Clifford Rozier,1610612761.0,TOR,24.0,6.1,10.4,0.591,1996
86,17,Clyde Drexler,1610612745.0,HOU,35.0,11.6,22.0,0.529,1996
87,916,Corie Blount,1610612747.0,LAL,28.0,6.4,11.9,0.542,1996
88,722,Corliss Williamson,1610612758.0,SAC,23.0,8.4,13.9,0.604,1996
89,724,Cory Alexander,1610612759.0,SAS,24.0,6.3,11.4,0.555,1996
90,378,Craig Ehlo,1610612760.0,SEA,35.0,4.3,8.3,0.523,1996
91,733,Cuonzo Martin,1610612749.0,MIL,25.0,1.7,2.7,0.625,1996
92,905,Dale Davis,1610612754.0,IND,28.0,10.0,18.2,0.552,1996
93,107,Dale Ellis,1610612743.0,DEN,36.0,14.1,25.9,0.546,1996
94,757,Damon Stoudamire,1610612761.0,TOR,23.0,15.4,26.5,0.582,1996
95,105,Dan Majerle,1610612748.0,MIA,31.0,10.0,18.3,0.549,1996
96,7,Dan Schayes,1610612753.0,ORL,38.0,4.1,7.4,0.56,1996
97,344,Dana Barros,1610612738.0,BOS,30.0,14.3,28.2,0.509,1996
98,198,Danny Ferry,1610612739.0,CLE,30.0,9.4,15.8,0.594,1996
99,330,Danny Manning,1610612756.0,PHX,31.0,9.8,16.1,0.608,1996
100,353,Darrell Armstrong,1610612753.0,ORL,29.0,5.2,9.7,0.541,1996
101,239,Darrick Martin,1610612746.0,LAC,26.0,9.1,15.7,0.579,1996
102,241,Darrin Hancock,1610612737.0,ATL,25.0,1.9,3.6,0.523,1996
103,1032,Darvin Ham,1610612754.0,IND,23.0,2.7,5.2,0.522,1996
104,764,David Robinson,1610612759.0,SAS,31.0,7.5,14.2,0.529,1996
105,710,David Vaughn,1610612753.0,ORL,24.0,3.2,5.8,0.557,1996
106,133,David Wesley,1610612738.0,BOS,26.0,19.4,35.8,0.542,1996
107,766,David Wingate,1610612760.0,SEA,33.0,4.7,8.6,0.543,1996
108,116,David Wood,1610612749.0,MIL,32.0,1.7,2.8,0.625,1996
109,1051,Dean Garrett,1610612750.0,MIN,30.0,9.1,16.7,0.546,1996
110,244,Dee Brown,1610612738.0,BOS,28.0,11.2,22.2,0.503,1996
111,209,Dell Curry,1610612766.0,CHH,33.0,11.1,26.3,0.421,1996
112,725,Dell Demps,1610612753.0,ORL,27.0,1.5,3.0,0.5,1996
113,23,Dennis Rodman,1610612741.0,CHI,36.0,11.2,22.6,0.498,1996
114,192,Dennis Scott,1610612753.0,ORL,28.0,12.3,21.5,0.571,1996
115,965,Derek Fisher,1610612747.0,LAL,22.0,3.9,7.4,0.526,1996
116,157,Derek Harper,1610612742.0,DAL,35.0,9.8,17.0,0.576,1996
