,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,SEASON
0,201985,A.J. Price,1610612739,CLE,28.0,4.2,6.9,0.606,2014
1,201166,Aaron Brooks,1610612741,CHI,30.0,7.1,12.8,0.554,2014
2,203932,Aaron Gordon,1610612753,ORL,19.0,5.9,10.1,0.585,2014
3,203940,Adreian Payne,1610612750,MIN,24.0,10.3,14.9,0.688,2014
4,201143,Al Horford,1610612737,ATL,29.0,10.7,18.3,0.584,2014
5,2744,Al Jefferson,1610612766,CHA,30.0,9.2,15.9,0.58,2014
6,202329,Al-Farouq Aminu,1610612742,DAL,24.0,6.1,10.6,0.574,2014
7,101187,Alan Anderson,1610612751,BKN,32.0,8.8,14.6,0.6,2014
8,202692,Alec Burks,1610612762,UTA,23.0,12.5,19.8,0.632,2014
9,203945,Alex Kirk,1610612739,CLE,23.0,1.0,1.3,0.8,2014
10,203458,Alex Len,1610612756,PHX,22.0,8.4,14.5,0.577,2014
11,203144,Alexey Shved,1610612752,NYK,26.0,6.5,12.1,0.532,2014
12,201582,Alexis Ajinca,1610612740,NOP,27.0,5.4,9.8,0.552,2014
13,203459,Allen Crabbe,1610612757,POR,23.0,4.8,8.5,0.572,2014
14,202087,Alonzo Gee,1610612757,POR,28.0,4.8,7.9,0.614,2014
15,2405,Amar'e Stoudemire,1610612742,DAL,32.0,7.0,12.1,0.583,2014
16,101161,Amir Johnson,1610612761,TOR,28.0,9.9,17.3,0.572,2014
17,2760,Anderson Varejao,1610612739,CLE,32.0,9.2,14.4,0.637,2014
18,203958,Andre Dawkins,1610612748,MIA,23.0,1.8,4.0,0.438,2014
19,203083,Andre Drummond,1610612765,DET,21.0,10.5,18.1,0.58,2014
20,2738,Andre Iguodala,1610612744,GSW,31.0,8.9,15.6,0.571,2014
21,1889,Andre Miller,1610612758,SAC,39.0,5.1,8.4,0.612,2014
22,203460,Andre Roberson,1610612760,OKC,23.0,6.7,12.1,0.549,2014
23,200745,Andrea Bargnani,1610612752,NYK,29.0,11.1,18.9,0.59,2014
24,1905,Andrei Kirilenko,1610612751,BKN,34.0,2.0,3.6,0.56,2014
25,101106,Andrew Bogut,1610612744,GSW,30.0,5.9,11.8,0.504,2014
26,203094,Andrew Nicholson,1610612753,ORL,25.0,3.8,6.4,0.6,2014
27,203952,Andrew Wiggins,1610612750,MIN,20.0,14.8,22.9,0.649,2014
28,203461,Anthony Bennett,1610612750,MIN,22.0,6.9,9.9,0.7,2014
29,203076,Anthony Davis,1610612740,NOP,22.0,14.6,24.5,0.594,2014
30,201627,Anthony Morrow,1610612760,OKC,29.0,8.9,15.8,0.564,2014
31,201229,Anthony Tolliver,1610612765,DET,30.0,6.9,11.8,0.588,2014
32,203462,Archie Goodwin,1610612756,PHX,20.0,5.5,8.7,0.626,2014
33,202620,Arinze Onuaku,1610612750,MIN,27.0,7.5,11.5,0.652,2014
34,203382,Aron Baynes,1610612759,SAS,28.0,5.3,9.4,0.561,2014
35,201167,Arron Afflalo,1610612757,POR,29.0,11.6,19.8,0.586,2014
36,201948,Austin Daye,1610612737,ATL,27.0,4.1,6.9,0.593,2014
37,203085,Austin Rivers,1610612746,LAC,22.0,7.6,13.3,0.569,2014
38,202340,Avery Bradley,1610612738,BOS,24.0,11.4,19.3,0.591,2014
39,2732,Ben Gordon,1610612753,ORL,32.0,5.0,8.2,0.611,2014
40,203463,Ben McLemore,1610612758,SAC,22.0,11.5,18.4,0.627,2014
41,2757,Beno Udrih,1610612763,MEM,32.0,6.0,10.4,0.576,2014
42,203108,Bernard James,1610612742,DAL,30.0,2.9,5.4,0.547,2014
43,202687,Bismack Biyombo,1610612766,CHA,22.0,5.1,9.8,0.522,2014
44,201933,Blake Griffin,1610612746,LAC,26.0,12.0,20.5,0.584,2014
45,202711,Bojan Bogdanovic,1610612751,BKN,26.0,9.2,15.4,0.597,2014
46,2564,Boris Diaw,1610612759,SAS,33.0,8.7,14.9,0.583,2014
47,203078,Bradley Beal,1610612764,WAS,22.0,10.6,18.6,0.57,2014
48,201148,Brandan Wright,1610612756,PHX,27.0,7.2,12.4,0.579,2014
49,101138,Brandon Bass,1610612738,BOS,30.0,8.9,14.7,0.602,2014
50,203561,Brandon Davies,1610612755,PHI,23.0,6.1,9.8,0.621,2014
51,201943,Brandon Jennings,1610612765,DET,25.0,10.5,18.2,0.579,2014
52,202688,Brandon Knight,1610612756,PHX,23.0,11.7,20.3,0.576,2014
53,201575,Brandon Rush,1610612744,GSW,29.0,3.6,5.3,0.68,2014
54,2217,Brendan Haywood,1610612739,CLE,35.0,1.9,3.3,0.587,2014
55,203148,Brian Roberts,1610612766,CHA,29.0,5.5,10.1,0.548,2014
56,201572,Brook Lopez,1610612751,BKN,27.0,10.7,17.8,0.6,2014
57,203998,Bruno Caboclo,1610612761,TOR,19.0,1.5,2.4,0.632,2014
58,203955,Bryce Cotton,1610612762,UTA,22.0,4.2,7.1,0.587,2014
59,203468,CJ McCollum,1610612757,POR,23.0,4.8,9.0,0.537,2014
60,101139,CJ Miles,1610612754,IND,28.0,7.7,14.6,0.531,2014
61,201228,CJ Watson,1610612754,IND,31.0,7.6,13.6,0.559,2014
62,203912,CJ Wilcox,1610612746,LAC,24.0,2.0,3.3,0.594,2014
63,203946,Cameron Bairstow,1610612741,CHI,24.0,1.8,2.7,0.658,2014
64,201171,Carl Landry,1610612758,SAC,31.0,6.4,10.4,0.621,2014
65,2430,Carlos Boozer,1610612747,LAL,33.0,9.5,15.6,0.611,2014
66,2546,Carmelo Anthony,1610612752,NYK,31.0,11.9,21.6,0.552,2014
67,2406,Caron Butler,1610612765,DET,35.0,7.4,12.1,0.607,2014
