,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,SEASON
0,201166,Aaron Brooks,1610612741,CHI,31.0,5.8,9.7,0.597,2015
1,203932,Aaron Gordon,1610612753,ORL,20.0,9.1,15.7,0.579,2015
2,1626151,Aaron Harrison,1610612766,CHA,21.0,1.7,2.8,0.61,2015
3,203940,Adreian Payne,1610612750,MIN,25.0,4.6,6.5,0.702,2015
4,201143,Al Horford,1610612737,ATL,30.0,11.0,19.6,0.558,2015
5,2744,Al Jefferson,1610612766,CHA,31.0,7.9,13.4,0.593,2015
6,202329,Al-Farouq Aminu,1610612757,POR,25.0,10.1,17.8,0.568,2015
7,101187,Alan Anderson,1610612764,WAS,33.0,3.6,6.3,0.573,2015
8,1626210,Alan Williams,1610612756,PHX,23.0,3.5,5.7,0.614,2015
9,202692,Alec Burks,1610612762,UTA,24.0,8.2,15.0,0.548,2015
10,203458,Alex Len,1610612756,PHX,23.0,8.3,14.1,0.591,2015
11,1627293,Alex Stepheson,1610612763,MEM,28.0,3.3,7.0,0.469,2015
12,201582,Alexis Ajinca,1610612740,NOP,28.0,4.5,7.8,0.58,2015
13,203459,Allen Crabbe,1610612757,POR,24.0,8.7,15.5,0.561,2015
14,202087,Alonzo Gee,1610612740,NOP,29.0,8.6,14.1,0.61,2015
15,2405,Amar'e Stoudemire,1610612748,MIA,33.0,5.1,8.8,0.578,2015
16,101161,Amir Johnson,1610612738,BOS,29.0,7.8,14.3,0.542,2015
17,2760,Anderson Varejao,1610612744,GSW,33.0,3.0,5.0,0.603,2015
18,203083,Andre Drummond,1610612765,DET,22.0,11.6,19.3,0.6,2015
19,2738,Andre Iguodala,1610612744,GSW,32.0,9.9,17.0,0.58,2015
20,1889,Andre Miller,1610612759,SAS,40.0,3.8,6.4,0.603,2015
21,203460,Andre Roberson,1610612760,OKC,24.0,8.6,15.5,0.555,2015
22,200745,Andrea Bargnani,1610612751,BKN,30.0,5.6,9.0,0.629,2015
23,101106,Andrew Bogut,1610612744,GSW,31.0,6.5,12.2,0.532,2015
24,202726,Andrew Goudelock,1610612745,HOU,27.0,2.9,5.4,0.526,2015
25,203094,Andrew Nicholson,1610612753,ORL,26.0,5.0,8.6,0.579,2015
26,203952,Andrew Wiggins,1610612750,MIN,21.0,14.1,22.7,0.621,2015
27,203461,Anthony Bennett,1610612761,TOR,23.0,1.8,2.7,0.653,2015
28,1626148,Anthony Brown,1610612747,LAL,23.0,8.3,13.4,0.619,2015
29,203076,Anthony Davis,1610612740,NOP,23.0,12.7,20.7,0.615,2015
30,201627,Anthony Morrow,1610612760,OKC,30.0,5.6,9.8,0.571,2015
